,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date
7516,GI55977,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,2,Call Center,Four-Door Car,Small,2011-02-23
7517,BV63942,Washington,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,2,Agent,Two-Door Car,Small,2011-02-07
7518,PF81183,California,Yes,Extended,College,Employed,M,Rural,Married,Corporate Auto,Corporate L2,2,Agent,Sports Car,Medsize,2011-01-07
7519,HV16877,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,2,Call Center,Four-Door Car,Small,2011-01-08
7520,XO92596,California,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-23
7521,IQ73438,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Small,2011-02-06
7522,FY74419,Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,SUV,Medsize,2011-02-17
7523,JQ30166,Oregon,No,Premium,Master,Unemployed,F,Urban,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Medsize,2011-01-10
7524,WC22220,Arizona,Yes,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,1,Agent,Two-Door Car,Medsize,2011-02-25
7525,OT66924,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L2,3,Call Center,Four-Door Car,Medsize,2011-01-26
7526,UC21019,Arizona,No,Basic,Master,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,1,Branch,Four-Door Car,Small,2011-01-30
7527,YW88487,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,3,Agent,Luxury SUV,Medsize,2011-01-03
7528,CA45756,Arizona,No,Basic,Master,Employed,F,Rural,Single,Corporate Auto,Corporate L2,1,Call Center,Two-Door Car,Medsize,2011-02-27
7529,JY42899,California,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,2,Agent,Two-Door Car,Medsize,2011-02-07
7530,KM72781,Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-02-14
7531,DV62119,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-28
7532,DO12179,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,3,Call Center,Two-Door Car,Medsize,2011-02-22
7533,ER20865,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L2,3,Branch,Two-Door Car,Medsize,2011-02-01
7534,YQ95507,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,3,Call Center,Four-Door Car,Small,2011-02-26
7535,VW65691,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Call Center,Four-Door Car,Small,2011-02-10
7536,LL55780,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,4,Agent,Four-Door Car,Medsize,2011-01-25
7537,WK29536,Oregon,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-23
7538,UX87980,Nevada,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,2,Web,Four-Door Car,Medsize,2011-02-26
7539,TJ68521,Washington,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Large,2011-01-14
7540,RJ57593,Arizona,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-19
7541,YI83073,California,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-01-18
7542,QQ18636,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,2,Web,Four-Door Car,Medsize,2011-01-14
7543,JV23769,Oregon,Yes,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,2,Web,Four-Door Car,Large,2011-01-03
7544,PA19547,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-07
7545,IH91478,Oregon,No,Basic,Bachelor,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-01-12
7546,OR78439,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,2,Agent,Sports Car,Medsize,2011-02-07
7547,CW15758,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,SUV,Small,2011-02-06
7548,RY26286,California,No,Basic,College,Employed,M,Urban,Single,Corporate Auto,Corporate L2,2,Agent,Four-Door Car,Medsize,2011-01-05
7549,YP71513,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-23
7550,CJ51511,Arizona,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,2,Agent,SUV,Small,2011-02-23
7551,GQ11852,Oregon,No,Premium,College,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Call Center,SUV,Medsize,2011-01-05
7552,TC29250,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,2,Branch,Sports Car,Medsize,2011-02-19
7553,HX63408,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L1,1,Branch,Four-Door Car,Medsize,2011-01-23
7554,LJ15849,Arizona,Yes,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,1,Branch,Four-Door Car,Large,2011-01-10
7555,NC40609,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,2,Call Center,Four-Door Car,Small,2011-01-13
7556,JZ23377,Oregon,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Branch,SUV,Medsize,2011-01-20
7557,TB17648,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Web,Four-Door Car,Medsize,2011-01-29
7558,OP68330,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Large,2011-02-26
7559,GO53814,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,4,Branch,Two-Door Car,Small,2011-01-18
7560,VW11431,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L2,3,Branch,Two-Door Car,Medsize,2011-01-31
7561,FG96614,California,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,4,Agent,Four-Door Car,Small,2011-01-10
7562,KQ98040,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,3,Agent,Four-Door Car,Small,2011-02-28
7563,DP23630,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Large,2011-02-22
7564,No31089,Arizona,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-01-21
7565,TU15769,Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L2,1,Branch,Four-Door Car,Medsize,2011-01-25
7566,DA20791,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Medsize,2011-01-06
7567,AE89300,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L3,3,Agent,SUV,Medsize,2011-02-03
7568,UE13511,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,1,Agent,Four-Door Car,Small,2011-01-02
7569,MS46793,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-01-31
7570,ME22430,Nevada,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-09
7571,JZ28710,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,4,Call Center,Two-Door Car,Medsize,2011-01-31
7572,HP80279,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Branch,SUV,Small,2011-01-27
7573,EH22538,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,3,Call Center,Four-Door Car,Large,2011-02-11
7574,JP87331,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-18
7575,VA89684,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-01-23
7576,XS68865,Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-01-18
7577,IZ13533,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Branch,Two-Door Car,Large,2011-02-11
7578,JB47784,Oregon,No,Basic,Doctor,Employed,F,Rural,Single,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Small,2011-01-23
7579,LT79371,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-01-29
7580,DE78840,Nevada,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,4,Branch,Luxury SUV,Medsize,2011-02-22
7581,PU25554,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,4,Agent,Four-Door Car,Medsize,2011-01-30
7582,ZI47098,California,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Call Center,Four-Door Car,Medsize,2011-01-31
7583,CN53343,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-02
7584,IN18876,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Special Auto,Special L1,3,Web,Four-Door Car,Small,2011-02-04
7585,FV38119,Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,1,Agent,SUV,Medsize,2011-01-26
7586,YD89516,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,2,Web,Four-Door Car,Small,2011-01-13
7587,BN89470,California,No,Premium,College,Medical Leave,M,Suburban,Married,Special Auto,Special L2,1,Agent,Four-Door Car,Small,2011-01-25
7588,VZ64716,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L2,4,Call Center,Four-Door Car,Medsize,2011-02-26
7589,FU17577,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-10
7590,QY37300,Nevada,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L2,2,Branch,Sports Car,Medsize,2011-02-21
7591,UI84849,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,3,Agent,Sports Car,Small,2011-02-01
7592,MN81810,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,3,Agent,Four-Door Car,Small,2011-01-13
7593,XN42396,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,3,Agent,Four-Door Car,Medsize,2011-01-20
7594,VZ13840,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,3,Call Center,Four-Door Car,Medsize,2011-01-18
7595,NI27358,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,3,Branch,Luxury Car,Small,2011-02-21
7596,LO39834,Oregon,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-27
7597,WX18073,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,1,Branch,Four-Door Car,Small,2011-01-27
7598,PG27422,California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Corporate L3,2,Web,Four-Door Car,Medsize,2011-01-01
7599,AX56708,California,No,Basic,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-01-23
7600,JI80257,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,1,Branch,Sports Car,Medsize,2011-01-23
7601,EK95340,Washington,No,Premium,Master,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,3,Web,Four-Door Car,Small,2011-02-11
7602,FS67856,California,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,SUV,Small,2011-01-21
7603,JX27737,California,No,Premium,College,Employed,M,Urban,Married,Personal Auto,Personal L1,1,Agent,Two-Door Car,Medsize,2011-01-25
7604,SY81273,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-02-16
7605,FZ16327,California,No,Premium,College,Unemployed,F,Urban,Divorced,Personal Auto,Personal L2,1,Web,Four-Door Car,Large,2011-01-11
7606,XC26395,Oregon,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,1,Branch,Two-Door Car,Large,2011-01-03
7607,HA72996,Nevada,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,2,Branch,SUV,Large,2011-02-10
7608,WP51328,Oregon,No,Basic,Doctor,Employed,M,Urban,Single,Personal Auto,Personal L3,4,Branch,Two-Door Car,Medsize,2011-02-19
7609,CP47989,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,4,Web,Two-Door Car,Medsize,2011-02-04
7610,JO75190,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,3,Agent,SUV,Medsize,2011-01-31
7611,AP47670,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Medsize,2011-02-12
7612,BT61680,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-15
7613,KX23022,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Agent,SUV,Medsize,2011-01-07
7614,KB20508,California,No,Extended,College,Medical Leave,M,Suburban,Married,Special Auto,Special L1,1,Branch,Two-Door Car,Large,2011-01-17
7615,HU89665,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-25
7616,HD12841,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-02-06
7617,AR63478,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,4,Agent,Four-Door Car,Medsize,2011-01-07
7618,UP90711,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L2,2,Call Center,Two-Door Car,Medsize,2011-01-31
7619,EK58626,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Web,SUV,Medsize,2011-02-02
7620,CA14631,California,No,Extended,High School or Below,Employed,M,Rural,Married,Special Auto,Special L2,2,Web,Four-Door Car,Large,2011-01-14
7621,AU98438,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Medsize,2011-02-07
7622,RD96782,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,1,Branch,Two-Door Car,Small,2011-02-12
7623,SY66568,Oregon,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,2,Branch,Two-Door Car,Medsize,2011-01-25
7624,WE52979,California,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Two-Door Car,Large,2011-01-15
7625,PL56477,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,3,Branch,Two-Door Car,Small,2011-02-23
7626,XK20264,Washington,No,Extended,High School or Below,Unemployed,F,Urban,Married,Personal Auto,Personal L3,1,Call Center,Two-Door Car,Medsize,2011-02-28
7627,DV57698,Oregon,No,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,1,Call Center,Two-Door Car,Medsize,2011-01-08
7628,RD53171,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-02-28
7629,PK23339,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Medsize,2011-01-25
7630,GA74551,Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,3,Agent,Four-Door Car,Medsize,2011-01-31
7631,BS26376,California,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L1,1,Agent,Four-Door Car,Medsize,2011-02-20
7632,WW74234,Arizona,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-05
7633,UA26783,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Call Center,Two-Door Car,Medsize,2011-01-18
7634,DV38369,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,3,Web,SUV,Medsize,2011-01-26
7635,ZM42260,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Agent,SUV,Medsize,2011-02-20
7636,EB34435,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,2,Call Center,Four-Door Car,Large,2011-01-22
7637,QY41527,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,4,Agent,SUV,Medsize,2011-02-21
7638,WG61503,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,3,Agent,Four-Door Car,Medsize,2011-01-18
7639,TY59969,Arizona,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-02
7640,DO20853,Oregon,No,Extended,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,Corporate L1,3,Branch,SUV,Large,2011-01-30
7641,CD14267,Nevada,No,Premium,College,Employed,M,Rural,Married,Corporate Auto,Corporate L3,2,Web,Four-Door Car,Large,2011-02-12
7642,WL40338,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,2,Agent,Four-Door Car,Medsize,2011-01-26
7643,GV75215,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L3,2,Agent,Sports Car,Medsize,2011-02-12
7644,CN91738,Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L3,2,Call Center,Two-Door Car,Medsize,2011-02-16
7645,UR36951,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,4,Agent,SUV,Medsize,2011-02-15
7646,JU87932,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Web,Four-Door Car,Medsize,2011-02-15
7647,IR50609,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,2,Agent,Four-Door Car,Medsize,2011-02-12
7648,VI18029,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-26
7649,CC46747,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Small,2011-01-08
7650,ZK58906,California,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,1,Call Center,SUV,Medsize,2011-01-02
7651,SQ70457,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,2,Branch,Four-Door Car,Medsize,2011-01-02
7652,ZA37110,Nevada,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,1,Web,SUV,Medsize,2011-02-23
7653,HH23204,California,Yes,Basic,Doctor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,2,Branch,Two-Door Car,Medsize,2011-01-27
7654,IE29890,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,2,Branch,SUV,Medsize,2011-01-22
7655,VO25412,Washington,No,Basic,Master,Employed,F,Rural,Married,Special Auto,Special L3,1,Agent,Two-Door Car,Medsize,2011-01-01
7656,ME37051,California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-02-20
7657,DL17162,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Web,Four-Door Car,Medsize,2011-02-12
7658,DD27563,Oregon,No,Extended,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Large,2011-02-13
7659,IA27050,Oregon,No,Extended,High School or Below,Unemployed,F,Rural,Single,Personal Auto,Personal L2,1,Branch,Four-Door Car,Large,2011-01-04
7660,UQ63751,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-15
7661,MV26494,California,No,Extended,College,Unemployed,M,Urban,Married,Personal Auto,Personal L3,4,Web,Four-Door Car,Medsize,2011-01-29
7662,EN89709,Arizona,No,Basic,Doctor,Disabled,F,Rural,Married,Personal Auto,Personal L2,3,Agent,Two-Door Car,Medsize,2011-01-20
7663,QN68814,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,1,Agent,Two-Door Car,Medsize,2011-01-14
7664,NE70831,California,No,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L1,1,Web,Two-Door Car,Medsize,2011-01-31
7665,FV72595,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,3,Agent,SUV,Medsize,2011-01-10
7666,VZ81004,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Personal L2,1,Call Center,Sports Car,Large,2011-01-26
7667,VM89271,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,4,Call Center,Four-Door Car,Small,2011-01-22
7668,CL97519,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,3,Call Center,SUV,Medsize,2011-02-10
7669,RN71166,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-01-26
7670,PJ86059,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,2,Call Center,Four-Door Car,Medsize,2011-01-04
7671,BP34620,California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,Corporate L2,1,Branch,Four-Door Car,Medsize,2011-01-03
7672,HI58196,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,2,Branch,Two-Door Car,Large,2011-01-18
7673,OZ58610,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,2,Branch,SUV,Medsize,2011-02-21
7674,WC34456,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Large,2011-01-14
7675,FC15606,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Branch,SUV,Large,2011-02-11
7676,UM99946,Arizona,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-18
7677,JG94795,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Special Auto,Special L1,2,Agent,Four-Door Car,Medsize,2011-01-06
7678,GD93408,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,1,Branch,Two-Door Car,Medsize,2011-02-26
7679,QO12561,California,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-22
7680,VI12822,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,2,Branch,Four-Door Car,Small,2011-02-26
7681,CT84535,California,Yes,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,Four-Door Car,Large,2011-02-28
7682,NT36519,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,1,Branch,SUV,Small,2011-02-16
7683,WT86597,Oregon,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,SUV,Small,2011-01-31
7684,ZJ27465,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-18
7685,QF75939,Washington,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L1,2,Agent,Four-Door Car,Small,2011-01-05
7686,MC73302,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-15
7687,WE21182,Oregon,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-02-26
7688,TD90906,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,4,Web,Four-Door Car,Small,2011-01-20
7689,WB66665,Nevada,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,2,Branch,SUV,Large,2011-02-10
7690,ZP26168,Washington,No,Basic,College,Medical Leave,F,Urban,Single,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-02-01
7691,ZG56744,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-01-19
7692,BO81145,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,2,Call Center,SUV,Medsize,2011-01-24
7693,BQ28323,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Large,2011-02-19
7694,WD38315,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-01-23
7695,IS73434,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,2,Agent,Four-Door Car,Medsize,2011-02-26
7696,VO94890,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,4,Web,Two-Door Car,Medsize,2011-01-04
7697,ZH43085,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-02-10
7698,HQ10502,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-06
7699,SP46702,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Branch,Two-Door Car,Medsize,2011-01-28
