,Effective To Date
4296,2011-01-02
4297,2011-02-07
4298,2011-01-01
4299,2011-02-11
4300,2011-01-24
4301,2011-02-27
4302,2011-01-25
4303,2011-02-06
4304,2011-02-25
4305,2011-01-14
4306,2011-02-20
4307,2011-02-28
4308,2011-01-14
4309,2011-02-27
4310,2011-01-21
4311,2011-01-04
4312,2011-01-17
4313,2011-01-20
4314,2011-02-19
4315,2011-02-04
4316,2011-02-16
4317,2011-02-19
4318,2011-02-19
4319,2011-01-17
4320,2011-02-25
4321,2011-02-09
4322,2011-02-25
4323,2011-02-04
4324,2011-01-16
4325,2011-02-06
4326,2011-02-28
4327,2011-01-07
4328,2011-01-17
4329,2011-01-15
4330,2011-02-13
4331,2011-01-28
4332,2011-02-24
4333,2011-02-16
4334,2011-01-25
4335,2011-02-20
4336,2011-02-01
4337,2011-02-01
4338,2011-02-19
4339,2011-02-17
4340,2011-01-25
4341,2011-02-17
4342,2011-02-23
4343,2011-01-05
4344,2011-01-29
4345,2011-02-24
4346,2011-01-16
4347,2011-02-02
4348,2011-01-04
4349,2011-01-27
4350,2011-02-25
4351,2011-01-23
4352,2011-02-01
4353,2011-01-02
4354,2011-01-12
4355,2011-02-15
4356,2011-02-22
4357,2011-02-28
4358,2011-02-18
4359,2011-02-07
4360,2011-01-08
4361,2011-01-28
4362,2011-01-24
4363,2011-02-09
4364,2011-01-27
4365,2011-02-24
4366,2011-02-28
4367,2011-01-12
4368,2011-02-06
4369,2011-01-07
4370,2011-02-22
4371,2011-01-30
4372,2011-02-20
4373,2011-02-10
4374,2011-02-04
4375,2011-01-25
4376,2011-01-27
4377,2011-01-30
4378,2011-01-30
4379,2011-01-01
4380,2011-01-20
4381,2011-02-17
4382,2011-02-01
4383,2011-02-08
4384,2011-01-16
4385,2011-01-02
4386,2011-01-09
4387,2011-01-19
4388,2011-01-29
4389,2011-02-05
4390,2011-01-10
4391,2011-02-20
4392,2011-02-10
4393,2011-02-27
4394,2011-02-28
4395,2011-01-01
4396,2011-02-21
4397,2011-02-15
4398,2011-02-12
4399,2011-02-11
4400,2011-02-21
4401,2011-02-18
4402,2011-02-26
4403,2011-01-15
4404,2011-02-23
4405,2011-01-29
4406,2011-01-17
4407,2011-02-15
4408,2011-01-10
4409,2011-02-03
4410,2011-02-25
4411,2011-01-07
4412,2011-02-26
4413,2011-01-18
4414,2011-01-19
4415,2011-01-06
4416,2011-01-07
4417,2011-02-08
4418,2011-02-05
4419,2011-01-08
4420,2011-01-25
4421,2011-01-31
4422,2011-02-27
4423,2011-02-13
4424,2011-01-16
4425,2011-01-18
4426,2011-01-14
4427,2011-01-30
4428,2011-01-15
4429,2011-01-11
4430,2011-02-09
4431,2011-01-29
4432,2011-01-20
4433,2011-01-06
4434,2011-01-20
4435,2011-02-28
4436,2011-02-04
4437,2011-01-26
4438,2011-01-05
4439,2011-02-15
4440,2011-01-25
4441,2011-01-23
4442,2011-02-04
4443,2011-02-11
4444,2011-01-31
4445,2011-01-09
4446,2011-01-14
4447,2011-02-13
4448,2011-02-03
4449,2011-02-28
4450,2011-01-03
4451,2011-02-02
4452,2011-02-04
4453,2011-01-22
4454,2011-01-21
4455,2011-02-28
4456,2011-01-17
4457,2011-01-18
4458,2011-02-28
4459,2011-01-31
4460,2011-01-17
4461,2011-01-28
4462,2011-02-25
4463,2011-02-22
4464,2011-02-10
4465,2011-02-12
4466,2011-01-11
4467,2011-02-12
4468,2011-01-22
4469,2011-01-31
4470,2011-01-31
4471,2011-02-04
4472,2011-01-17
4473,2011-02-26
4474,2011-02-20
4475,2011-01-18
4476,2011-02-05
4477,2011-02-05
4478,2011-02-10
4479,2011-02-09
4480,2011-01-15
4481,2011-01-14
4482,2011-01-08
4483,2011-02-01
4484,2011-01-17
4485,2011-02-18
4486,2011-01-09
4487,2011-01-09
4488,2011-02-13
4489,2011-01-05
4490,2011-02-09
4491,2011-02-24
4492,2011-02-12
4493,2011-01-01
4494,2011-01-22
4495,2011-02-22
4496,2011-02-19
4497,2011-01-07
4498,2011-02-11
4499,2011-01-01
4500,2011-01-04
4501,2011-02-25
4502,2011-01-15
4503,2011-01-07
4504,2011-01-30
4505,2011-01-29
4506,2011-01-13
4507,2011-02-02
4508,2011-02-14
4509,2011-02-28
4510,2011-02-01
4511,2011-01-29
4512,2011-01-25
4513,2011-01-28
4514,2011-01-17
4515,2011-02-04
4516,2011-02-20
4517,2011-02-17
4518,2011-01-17
4519,2011-02-07
4520,2011-02-05
4521,2011-02-01
4522,2011-02-28
4523,2011-02-04
4524,2011-01-15
4525,2011-01-13
4526,2011-01-21
4527,2011-02-23
4528,2011-01-29
4529,2011-01-07
4530,2011-02-23
4531,2011-02-23
4532,2011-02-09
4533,2011-01-18
4534,2011-02-01
4535,2011-02-08
4536,2011-02-19
4537,2011-02-05
4538,2011-02-15
4539,2011-01-07
4540,2011-01-02
4541,2011-01-13
4542,2011-01-12
4543,2011-01-19
4544,2011-01-15
4545,2011-02-11
4546,2011-02-21
4547,2011-01-10
4548,2011-01-16
4549,2011-01-21
4550,2011-02-08
4551,2011-02-19
4552,2011-02-25
4553,2011-02-09
4554,2011-01-12
4555,2011-02-14
4556,2011-02-09
4557,2011-02-25
4558,2011-02-09
4559,2011-01-06
4560,2011-01-03
4561,2011-01-28
4562,2011-02-21
4563,2011-02-02
4564,2011-01-07
4565,2011-01-28
4566,2011-01-07
4567,2011-02-08
4568,2011-01-28
4569,2011-01-27
4570,2011-01-25
4571,2011-01-26
4572,2011-02-27
4573,2011-02-27
4574,2011-01-14
4575,2011-02-01
4576,2011-01-15
4577,2011-01-03
4578,2011-02-02
4579,2011-01-24
4580,2011-02-03
4581,2011-02-01
4582,2011-02-20
4583,2011-01-31
4584,2011-01-13
4585,2011-02-23
4586,2011-01-05
4587,2011-01-20
4588,2011-01-23
4589,2011-02-12
4590,2011-01-15
4591,2011-01-23
4592,2011-01-15
4593,2011-02-25
4594,2011-01-19
4595,2011-02-28
4596,2011-02-13
4597,2011-01-29
4598,2011-01-11
4599,2011-02-05
4600,2011-02-12
4601,2011-02-28
4602,2011-01-27
4603,2011-01-26
4604,2011-02-25
4605,2011-02-15
4606,2011-02-26
4607,2011-02-16
4608,2011-02-26
4609,2011-01-17
4610,2011-01-20
4611,2011-01-09
4612,2011-02-09
4613,2011-01-10
4614,2011-01-27
4615,2011-01-27
4616,2011-02-17
4617,2011-01-28
4618,2011-02-26
4619,2011-01-14
4620,2011-02-06
4621,2011-01-29
4622,2011-01-15
4623,2011-01-06
4624,2011-02-05
4625,2011-01-25
4626,2011-01-04
4627,2011-02-20
4628,2011-02-20
4629,2011-01-26
4630,2011-01-02
4631,2011-02-06
4632,2011-01-21
4633,2011-01-02
4634,2011-02-18
4635,2011-01-15
4636,2011-01-16
4637,2011-01-18
4638,2011-01-01
4639,2011-01-09
4640,2011-02-01
4641,2011-01-22
4642,2011-01-29
4643,2011-02-11
4644,2011-02-04
4645,2011-02-08
4646,2011-02-14
4647,2011-02-10
4648,2011-01-03
4649,2011-02-01
4650,2011-01-06
4651,2011-02-21
4652,2011-01-18
4653,2011-01-29
4654,2011-01-16
4655,2011-01-17
4656,2011-01-13
4657,2011-02-18
4658,2011-01-10
4659,2011-02-03
4660,2011-01-03
4661,2011-01-27
4662,2011-01-22
4663,2011-01-12
4664,2011-02-28
4665,2011-01-03
4666,2011-02-10
4667,2011-02-26
4668,2011-02-11
4669,2011-02-27
4670,2011-02-28
4671,2011-01-02
4672,2011-01-04
4673,2011-02-25
4674,2011-01-09
4675,2011-01-03
4676,2011-01-20
4677,2011-02-09
4678,2011-01-29
4679,2011-02-18
4680,2011-01-11
4681,2011-02-08
4682,2011-01-18
4683,2011-01-31
4684,2011-01-24
4685,2011-02-05
4686,2011-01-20
4687,2011-01-27
4688,2011-01-06
4689,2011-01-28
4690,2011-01-30
4691,2011-02-25
4692,2011-01-01
4693,2011-02-05
4694,2011-02-04
4695,2011-01-15
4696,2011-02-01
4697,2011-01-23
4698,2011-01-23
4699,2011-02-12
4700,2011-01-13
4701,2011-01-31
4702,2011-01-16
4703,2011-02-08
4704,2011-01-30
4705,2011-01-10
4706,2011-02-20
4707,2011-02-05
4708,2011-01-19
4709,2011-02-22
4710,2011-01-17
4711,2011-01-11
4712,2011-02-28
4713,2011-01-07
4714,2011-02-09
4715,2011-02-16
4716,2011-02-26
4717,2011-02-23
4718,2011-02-12
4719,2011-02-23
4720,2011-02-12
4721,2011-02-08
4722,2011-02-01
4723,2011-01-28
4724,2011-01-28
4725,2011-01-04
4726,2011-01-11
4727,2011-02-16
4728,2011-01-29
4729,2011-01-20
4730,2011-01-27
4731,2011-01-10
4732,2011-01-22
4733,2011-01-05
4734,2011-01-09
4735,2011-01-13
4736,2011-01-13
4737,2011-02-08
4738,2011-02-10
4739,2011-02-18
4740,2011-01-30
4741,2011-02-15
4742,2011-01-23
4743,2011-02-02
4744,2011-02-01
4745,2011-01-26
4746,2011-01-25
4747,2011-02-11
4748,2011-02-02
4749,2011-02-09
4750,2011-01-10
4751,2011-01-05
4752,2011-01-23
4753,2011-02-19
4754,2011-01-18
4755,2011-01-21
4756,2011-01-21
4757,2011-02-09
4758,2011-01-10
4759,2011-02-01
4760,2011-01-08
4761,2011-01-13
4762,2011-01-06
4763,2011-01-22
4764,2011-02-17
4765,2011-01-06
4766,2011-01-16
4767,2011-01-18
4768,2011-02-08
4769,2011-01-09
4770,2011-02-24
4771,2011-02-08
4772,2011-02-18
4773,2011-02-09
4774,2011-02-27
4775,2011-02-07
4776,2011-01-23
4777,2011-02-28
4778,2011-01-18
4779,2011-01-17
4780,2011-01-29
4781,2011-02-13
4782,2011-01-08
4783,2011-01-30
4784,2011-02-24
4785,2011-01-20
4786,2011-02-03
4787,2011-02-23
4788,2011-01-28
4789,2011-02-11
4790,2011-01-15
4791,2011-02-19
4792,2011-02-12
4793,2011-01-12
4794,2011-02-09
4795,2011-02-19
4796,2011-01-12
4797,2011-01-19
4798,2011-01-11
4799,2011-02-11
4800,2011-01-14
4801,2011-02-20
4802,2011-02-08
4803,2011-01-16
4804,2011-01-16
4805,2011-02-04
4806,2011-01-07
4807,2011-01-23
4808,2011-02-13
4809,2011-01-04
4810,2011-02-10
4811,2011-01-14
4812,2011-01-27
4813,2011-02-06
4814,2011-02-02
4815,2011-01-15
4816,2011-01-12
4817,2011-02-11
4818,2011-02-22
4819,2011-01-21
4820,2011-02-18
4821,2011-02-23
4822,2011-01-12
4823,2011-02-24
4824,2011-01-15
4825,2011-01-31
4826,2011-02-28
4827,2011-02-16
4828,2011-01-06
4829,2011-02-03
4830,2011-02-14
4831,2011-01-26
4832,2011-01-04
4833,2011-02-14
4834,2011-01-31
4835,2011-02-04
4836,2011-02-20
4837,2011-02-16
4838,2011-02-12
4839,2011-01-11
4840,2011-01-21
4841,2011-02-15
4842,2011-02-11
4843,2011-01-17
4844,2011-01-14
4845,2011-02-12
4846,2011-01-22
4847,2011-01-23
4848,2011-02-20
4849,2011-01-27
4850,2011-01-24
4851,2011-02-19
4852,2011-01-25
4853,2011-01-13
4854,2011-01-23
4855,2011-01-27
4856,2011-02-13
4857,2011-02-17
4858,2011-01-23
4859,2011-02-08
4860,2011-02-27
4861,2011-01-10
4862,2011-02-18
4863,2011-02-14
4864,2011-01-08
4865,2011-01-18
4866,2011-01-01
4867,2011-02-20
4868,2011-01-04
4869,2011-01-25
4870,2011-01-18
4871,2011-02-25
4872,2011-01-24
4873,2011-01-14
4874,2011-01-16
4875,2011-02-11
4876,2011-02-14
4877,2011-01-07
4878,2011-01-24
4879,2011-01-28
4880,2011-01-18
4881,2011-02-14
4882,2011-02-02
4883,2011-02-03
4884,2011-01-28
4885,2011-02-28
4886,2011-01-26
4887,2011-02-08
4888,2011-02-22
4889,2011-01-21
4890,2011-01-28
4891,2011-02-18
4892,2011-01-31
4893,2011-02-01
4894,2011-01-26
4895,2011-02-21
4896,2011-02-19
4897,2011-01-02
4898,2011-01-29
4899,2011-02-26
4900,2011-01-19
4901,2011-02-24
4902,2011-02-25
4903,2011-01-20
4904,2011-01-21
4905,2011-02-06
4906,2011-02-13
4907,2011-02-12
4908,2011-02-27
4909,2011-01-26
4910,2011-02-27
4911,2011-01-15
4912,2011-01-10
4913,2011-02-21
4914,2011-01-16
4915,2011-01-24
4916,2011-02-21
4917,2011-01-05
4918,2011-01-08
4919,2011-01-24
4920,2011-01-08
4921,2011-01-25
4922,2011-01-12
4923,2011-02-22
4924,2011-01-02
4925,2011-02-16
4926,2011-02-10
4927,2011-01-29
4928,2011-01-17
4929,2011-02-06
4930,2011-01-27
4931,2011-01-07
4932,2011-01-02
4933,2011-01-07
4934,2011-01-04
4935,2011-01-27
4936,2011-02-27
4937,2011-02-24
4938,2011-01-09
4939,2011-01-23
4940,2011-01-03
4941,2011-01-11
4942,2011-02-23
4943,2011-01-18
4944,2011-02-17
4945,2011-01-15
4946,2011-02-23
4947,2011-02-15
4948,2011-01-12
4949,2011-01-04
4950,2011-01-01
4951,2011-02-25
4952,2011-02-14
4953,2011-01-17
4954,2011-02-09
4955,2011-01-31
4956,2011-02-22
4957,2011-01-11
4958,2011-02-25
4959,2011-01-28
4960,2011-01-05
4961,2011-01-22
4962,2011-01-06
4963,2011-02-05
4964,2011-02-07
4965,2011-02-24
4966,2011-01-31
4967,2011-01-13
4968,2011-02-23
4969,2011-02-18
4970,2011-02-21
4971,2011-02-01
4972,2011-01-30
4973,2011-02-15
4974,2011-02-05
4975,2011-02-14
4976,2011-01-30
4977,2011-02-22
4978,2011-02-13
4979,2011-01-10
4980,2011-02-26
4981,2011-01-05
4982,2011-01-06
4983,2011-01-05
4984,2011-01-25
4985,2011-01-09
4986,2011-02-19
4987,2011-02-18
4988,2011-01-18
4989,2011-02-04
4990,2011-02-18
4991,2011-01-26
4992,2011-01-28
4993,2011-02-06
4994,2011-01-08
4995,2011-02-03
4996,2011-02-08
4997,2011-02-04
4998,2011-01-30
4999,2011-02-20
5000,2011-01-25
5001,2011-01-29
5002,2011-02-14
5003,2011-01-07
5004,2011-02-16
5005,2011-01-11
5006,2011-02-05
5007,2011-02-19
5008,2011-02-19
5009,2011-02-28
5010,2011-01-04
5011,2011-01-10
5012,2011-01-28
5013,2011-02-22
5014,2011-02-03
5015,2011-01-01
5016,2011-01-31
5017,2011-02-18
5018,2011-01-24
5019,2011-01-15
5020,2011-01-01
5021,2011-02-01
5022,2011-01-23
5023,2011-02-07
5024,2011-01-20
5025,2011-02-01
5026,2011-01-31
5027,2011-01-08
5028,2011-01-29
5029,2011-01-04
5030,2011-01-11
5031,2011-01-30
5032,2011-02-14
5033,2011-02-24
5034,2011-02-15
5035,2011-01-13
5036,2011-01-17
5037,2011-02-08
5038,2011-01-31
5039,2011-01-10
5040,2011-01-17
5041,2011-01-24
5042,2011-02-18
5043,2011-01-23
5044,2011-02-15
5045,2011-02-12
5046,2011-02-22
5047,2011-02-07
5048,2011-02-24
5049,2011-01-07
5050,2011-01-17
5051,2011-02-26
5052,2011-02-26
5053,2011-02-27
5054,2011-02-11
5055,2011-02-24
5056,2011-02-20
5057,2011-01-01
5058,2011-02-24
5059,2011-01-16
5060,2011-02-06
5061,2011-01-25
5062,2011-01-24
5063,2011-02-19
5064,2011-02-15
5065,2011-01-20
5066,2011-01-04
5067,2011-01-27
5068,2011-01-25
5069,2011-01-16
5070,2011-01-13
5071,2011-01-17
5072,2011-01-24
5073,2011-01-21
5074,2011-02-14
5075,2011-02-14
5076,2011-01-11
5077,2011-01-05
5078,2011-01-17
5079,2011-02-15
5080,2011-01-29
5081,2011-01-23
5082,2011-02-15
5083,2011-01-09
5084,2011-02-16
5085,2011-02-01
5086,2011-02-15
5087,2011-01-17
5088,2011-02-03
5089,2011-01-28
5090,2011-01-12
5091,2011-01-14
5092,2011-01-02
5093,2011-01-25
5094,2011-01-10
5095,2011-01-30
5096,2011-02-08
5097,2011-01-28
5098,2011-01-02
5099,2011-01-23
5100,2011-02-01
5101,2011-02-15
5102,2011-01-13
5103,2011-01-21
5104,2011-01-24
5105,2011-02-27
5106,2011-02-10
5107,2011-02-19
5108,2011-02-01
5109,2011-01-01
5110,2011-01-20
5111,2011-01-11
5112,2011-02-23
5113,2011-02-12
5114,2011-01-14
5115,2011-02-04
5116,2011-02-25
5117,2011-01-21
5118,2011-02-25
5119,2011-02-26
5120,2011-02-15
5121,2011-01-29
5122,2011-02-25
5123,2011-01-10
5124,2011-02-23
5125,2011-01-05
5126,2011-02-25
5127,2011-02-21
5128,2011-02-14
5129,2011-02-12
5130,2011-01-05
5131,2011-02-26
5132,2011-02-08
5133,2011-02-02
5134,2011-01-16
5135,2011-01-27
5136,2011-02-25
5137,2011-01-11
5138,2011-02-19
5139,2011-02-03
5140,2011-01-22
5141,2011-01-31
5142,2011-01-31
5143,2011-01-27
5144,2011-01-22
5145,2011-02-06
5146,2011-02-21
5147,2011-01-20
5148,2011-02-05
5149,2011-01-02
5150,2011-02-09
5151,2011-02-28
5152,2011-01-09
5153,2011-01-28
5154,2011-01-24
5155,2011-01-25
5156,2011-01-28
5157,2011-01-17
5158,2011-01-05
5159,2011-01-14
5160,2011-01-11
5161,2011-01-08
5162,2011-02-02
5163,2011-02-11
5164,2011-02-11
5165,2011-02-17
5166,2011-01-22
5167,2011-01-11
5168,2011-01-19
5169,2011-02-04
5170,2011-02-15
5171,2011-02-01
5172,2011-01-18
5173,2011-02-21
5174,2011-01-22
5175,2011-02-02
5176,2011-01-01
5177,2011-01-11
5178,2011-01-10
5179,2011-02-19
5180,2011-02-26
5181,2011-01-20
5182,2011-02-28
5183,2011-02-22
5184,2011-02-26
5185,2011-01-17
5186,2011-01-24
5187,2011-02-22
5188,2011-01-28
5189,2011-01-13
5190,2011-01-15
5191,2011-02-05
5192,2011-02-07
5193,2011-02-20
5194,2011-02-13
5195,2011-02-05
5196,2011-01-28
5197,2011-02-08
5198,2011-02-28
5199,2011-02-17
5200,2011-01-14
5201,2011-01-01
5202,2011-02-11
5203,2011-02-23
5204,2011-02-08
5205,2011-01-23
5206,2011-02-12
5207,2011-02-19
5208,2011-01-07
5209,2011-02-01
5210,2011-01-18
5211,2011-02-24
5212,2011-01-02
5213,2011-02-11
5214,2011-01-19
5215,2011-02-01
5216,2011-02-09
5217,2011-02-22
5218,2011-02-28
5219,2011-02-27
5220,2011-01-24
5221,2011-02-02
5222,2011-02-21
5223,2011-02-04
5224,2011-02-13
5225,2011-01-19
5226,2011-01-02
5227,2011-01-18
5228,2011-02-11
5229,2011-01-08
5230,2011-01-16
5231,2011-01-17
5232,2011-02-08
5233,2011-02-23
5234,2011-02-10
5235,2011-01-20
5236,2011-01-09
5237,2011-02-25
5238,2011-02-08
5239,2011-01-31
5240,2011-01-31
5241,2011-02-16
5242,2011-02-25
5243,2011-02-25
5244,2011-01-18
5245,2011-02-16
5246,2011-02-03
5247,2011-01-26
5248,2011-01-01
5249,2011-01-02
5250,2011-01-13
5251,2011-02-15
5252,2011-02-24
5253,2011-02-12
5254,2011-01-03
5255,2011-02-14
5256,2011-01-01
5257,2011-02-15
5258,2011-01-11
5259,2011-02-21
5260,2011-01-08
5261,2011-01-14
5262,2011-02-26
5263,2011-02-07
5264,2011-02-06
5265,2011-01-02
5266,2011-01-16
5267,2011-01-01
5268,2011-02-27
5269,2011-01-27
5270,2011-01-04
5271,2011-01-23
5272,2011-01-15
5273,2011-01-05
5274,2011-01-26
5275,2011-01-17
5276,2011-02-06
5277,2011-01-16
5278,2011-01-12
5279,2011-02-22
5280,2011-01-31
5281,2011-01-05
5282,2011-01-29
5283,2011-01-12
5284,2011-02-05
5285,2011-01-02
5286,2011-02-13
5287,2011-01-23
5288,2011-02-23
5289,2011-01-26
5290,2011-02-07
5291,2011-01-16
5292,2011-02-03
5293,2011-02-01
5294,2011-01-29
5295,2011-01-11
5296,2011-02-19
5297,2011-01-21
5298,2011-01-22
5299,2011-01-24
5300,2011-02-17
5301,2011-02-24
5302,2011-01-07
5303,2011-01-19
5304,2011-01-08
5305,2011-01-17
5306,2011-02-04
5307,2011-01-16
5308,2011-01-15
5309,2011-02-19
5310,2011-01-02
5311,2011-02-06
5312,2011-01-07
5313,2011-02-08
5314,2011-01-27
5315,2011-01-27
5316,2011-01-02
5317,2011-02-12
5318,2011-02-17
5319,2011-02-20
5320,2011-01-10
5321,2011-02-20
5322,2011-01-08
5323,2011-01-18
5324,2011-02-08
5325,2011-02-26
5326,2011-01-04
5327,2011-01-06
5328,2011-02-05
5329,2011-02-20
5330,2011-02-21
5331,2011-02-10
5332,2011-02-19
5333,2011-02-12
5334,2011-01-11
5335,2011-01-19
5336,2011-01-31
5337,2011-01-23
5338,2011-02-13
5339,2011-02-11
5340,2011-01-25
5341,2011-02-24
5342,2011-01-06
5343,2011-01-27
5344,2011-02-18
5345,2011-01-11
5346,2011-01-07
5347,2011-01-07
5348,2011-02-20
5349,2011-02-15
5350,2011-02-03
5351,2011-01-10
5352,2011-01-08
5353,2011-02-14
5354,2011-02-16
5355,2011-02-10
5356,2011-02-26
5357,2011-01-05
5358,2011-01-14
5359,2011-01-17
5360,2011-02-15
5361,2011-01-17
5362,2011-01-27
5363,2011-01-14
5364,2011-01-14
5365,2011-02-05
5366,2011-01-13
5367,2011-01-20
5368,2011-01-23
5369,2011-02-03
5370,2011-01-08
5371,2011-02-19
5372,2011-02-23
5373,2011-02-27
5374,2011-02-10
5375,2011-02-22
5376,2011-02-13
5377,2011-01-17
5378,2011-01-14
5379,2011-01-03
5380,2011-02-14
5381,2011-02-17
5382,2011-01-15
5383,2011-01-27
5384,2011-01-22
5385,2011-02-28
5386,2011-02-06
5387,2011-01-13
5388,2011-02-08
5389,2011-02-28
5390,2011-01-27
5391,2011-02-25
5392,2011-02-17
5393,2011-01-03
5394,2011-02-06
5395,2011-02-02
5396,2011-01-12
5397,2011-01-11
5398,2011-02-03
5399,2011-02-12
5400,2011-01-07
5401,2011-01-22
5402,2011-01-10
5403,2011-02-22
5404,2011-02-20
5405,2011-01-29
5406,2011-01-28
5407,2011-02-06
5408,2011-01-28
5409,2011-02-05
5410,2011-02-16
5411,2011-01-31
5412,2011-02-06
5413,2011-01-13
5414,2011-02-08
5415,2011-01-08
5416,2011-02-20
5417,2011-01-22
5418,2011-02-13
5419,2011-01-29
5420,2011-01-31
5421,2011-02-13
5422,2011-01-12
5423,2011-02-13
5424,2011-02-15
5425,2011-02-21
5426,2011-02-12
5427,2011-01-27
5428,2011-01-21
5429,2011-02-20
5430,2011-02-01
5431,2011-02-09
5432,2011-02-08
5433,2011-02-26
5434,2011-02-24
5435,2011-02-21
5436,2011-02-17
5437,2011-01-18
5438,2011-02-22
5439,2011-01-17
5440,2011-01-06
5441,2011-02-22
5442,2011-01-25
5443,2011-02-14
5444,2011-01-31
5445,2011-01-10
5446,2011-01-02
5447,2011-01-15
5448,2011-02-12
5449,2011-02-23
5450,2011-02-16
5451,2011-02-02
5452,2011-02-22
5453,2011-01-05
5454,2011-01-03
5455,2011-02-22
5456,2011-01-14
5457,2011-02-21
5458,2011-01-31
5459,2011-02-20
5460,2011-02-05
5461,2011-01-17
5462,2011-02-22
5463,2011-01-15
5464,2011-01-21
5465,2011-02-06
5466,2011-01-12
5467,2011-01-02
5468,2011-01-29
5469,2011-02-19
5470,2011-02-10
5471,2011-02-01
5472,2011-02-02
5473,2011-01-17
5474,2011-02-03
5475,2011-01-10
5476,2011-01-03
5477,2011-01-20
5478,2011-02-27
5479,2011-01-26
5480,2011-01-17
5481,2011-02-02
5482,2011-01-12
5483,2011-02-16
5484,2011-02-02
5485,2011-01-17
5486,2011-02-28
5487,2011-01-27
5488,2011-02-19
5489,2011-02-21
5490,2011-01-22
5491,2011-01-14
5492,2011-01-23
5493,2011-01-06
5494,2011-02-09
5495,2011-01-04
5496,2011-01-28
5497,2011-01-05
5498,2011-02-07
5499,2011-02-14
5500,2011-01-29
5501,2011-01-10
5502,2011-01-15
5503,2011-01-12
5504,2011-01-16
5505,2011-01-11
5506,2011-02-24
5507,2011-01-09
5508,2011-01-28
5509,2011-01-13
5510,2011-01-04
5511,2011-02-26
5512,2011-01-22
5513,2011-01-02
5514,2011-02-09
5515,2011-01-02
5516,2011-01-07
5517,2011-01-21
5518,2011-01-03
5519,2011-01-16
5520,2011-01-04
5521,2011-01-19
5522,2011-02-17
5523,2011-02-08
5524,2011-01-31
5525,2011-01-05
5526,2011-02-10
5527,2011-01-21
5528,2011-01-24
5529,2011-01-06
5530,2011-01-18
5531,2011-01-29
5532,2011-02-11
5533,2011-02-09
5534,2011-01-01
5535,2011-01-17
5536,2011-01-21
5537,2011-01-15
5538,2011-02-09
5539,2011-01-08
5540,2011-02-14
5541,2011-01-30
5542,2011-02-12
5543,2011-01-10
5544,2011-02-27
5545,2011-02-12
5546,2011-02-07
5547,2011-02-16
5548,2011-01-02
5549,2011-01-03
5550,2011-02-22
5551,2011-02-22
5552,2011-01-25
5553,2011-02-24
5554,2011-01-23
5555,2011-01-31
5556,2011-02-13
5557,2011-02-19
5558,2011-02-15
5559,2011-02-19
5560,2011-02-11
5561,2011-02-24
5562,2011-02-28
5563,2011-01-28
5564,2011-01-28
5565,2011-01-30
5566,2011-02-28
5567,2011-01-18
5568,2011-02-27
5569,2011-02-12
5570,2011-02-04
5571,2011-01-24
5572,2011-02-14
5573,2011-01-18
5574,2011-02-07
5575,2011-02-18
5576,2011-02-21
5577,2011-02-16
5578,2011-02-21
5579,2011-02-13
5580,2011-02-26
5581,2011-02-13
5582,2011-02-19
5583,2011-01-23
5584,2011-01-26
5585,2011-02-01
5586,2011-02-26
5587,2011-02-27
5588,2011-02-07
5589,2011-01-05
5590,2011-01-21
5591,2011-02-02
5592,2011-01-03
5593,2011-02-20
5594,2011-02-09
5595,2011-02-23
5596,2011-02-08
5597,2011-02-05
5598,2011-02-21
5599,2011-02-18
5600,2011-02-08
5601,2011-01-10
5602,2011-01-12
5603,2011-02-22
5604,2011-01-24
5605,2011-01-25
5606,2011-02-28
5607,2011-01-29
5608,2011-02-11
5609,2011-02-13
5610,2011-01-17
5611,2011-01-11
5612,2011-02-07
5613,2011-02-13
5614,2011-02-14
5615,2011-02-09
5616,2011-02-21
5617,2011-02-05
5618,2011-01-25
5619,2011-01-28
5620,2011-02-05
5621,2011-01-08
5622,2011-02-10
5623,2011-02-10
5624,2011-01-22
5625,2011-01-19
5626,2011-01-08
5627,2011-01-16
5628,2011-01-07
5629,2011-01-29
5630,2011-01-03
5631,2011-02-07
5632,2011-01-27
5633,2011-01-25
5634,2011-01-25
5635,2011-01-21
5636,2011-02-26
5637,2011-02-14
5638,2011-02-16
5639,2011-02-12
5640,2011-02-09
5641,2011-02-24
5642,2011-02-23
5643,2011-01-13
5644,2011-01-10
5645,2011-02-18
5646,2011-02-12
5647,2011-01-24
5648,2011-02-27
5649,2011-01-26
5650,2011-01-06
5651,2011-01-26
5652,2011-01-12
5653,2011-02-04
5654,2011-01-30
5655,2011-01-17
5656,2011-01-24
5657,2011-01-05
5658,2011-01-08
5659,2011-01-16
5660,2011-02-12
5661,2011-02-13
5662,2011-01-30
5663,2011-01-07
5664,2011-01-18
5665,2011-02-11
5666,2011-01-10
5667,2011-01-26
5668,2011-01-20
5669,2011-02-09
5670,2011-01-05
5671,2011-01-18
5672,2011-01-08
5673,2011-02-04
5674,2011-01-11
5675,2011-01-29
5676,2011-02-05
5677,2011-01-23
5678,2011-02-26
5679,2011-02-27
5680,2011-01-13
5681,2011-01-08
5682,2011-01-27
5683,2011-02-02
5684,2011-01-30
5685,2011-02-02
5686,2011-02-09
5687,2011-02-06
5688,2011-02-24
5689,2011-01-17
5690,2011-02-03
5691,2011-02-04
5692,2011-02-19
5693,2011-02-26
5694,2011-02-27
