Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
IK66117,California,No,Basic,High School or Below,2011-01-03,Medical Leave,M,Suburban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
TD86744,Arizona,Yes,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
TX35222,Washington,No,Premium,College,2011-01-07,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Luxury Car,Medsize
PJ92694,California,No,Basic,High School or Below,2011-01-06,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize
YM88338,California,No,Basic,Bachelor,2011-02-25,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
YN61339,Oregon,Yes,Premium,College,2011-02-16,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
FP45327,Washington,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize
IZ26849,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small
YY16391,Oregon,No,Premium,College,2011-02-03,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
GX44284,California,No,Basic,Bachelor,2011-01-03,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
LV14566,Nevada,No,Basic,Master,2011-01-04,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Branch,Luxury Car,Large
KQ50003,Arizona,No,Extended,High School or Below,2011-02-11,Employed,F,Urban,Divorced,Special Auto,Special L1,Offer1,Branch,Four-Door Car,Medsize
IW87075,Arizona,No,Basic,Bachelor,2011-02-05,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
QY46560,Arizona,No,Basic,Bachelor,2011-02-26,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize
PD79570,Oregon,No,Premium,Bachelor,2011-02-21,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
IM78342,Oregon,No,Extended,College,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
NT19879,Arizona,No,Basic,Bachelor,2011-02-18,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Large
SW98498,California,No,Extended,College,2011-01-19,Employed,M,Urban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize
WL42517,Washington,No,Basic,College,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
LR82946,Oregon,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Luxury SUV,Medsize
KT61396,California,No,Extended,College,2011-01-16,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Small
GD56260,Oregon,No,Basic,Master,2011-02-04,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
YD45660,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Medsize
XN50058,California,No,Premium,Doctor,2011-01-21,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
QO61775,California,No,Basic,Master,2011-02-01,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
PZ67684,Arizona,No,Basic,College,2011-02-05,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Luxury SUV,Small
IK77998,Washington,No,Basic,High School or Below,2011-01-20,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
FL96333,Nevada,No,Extended,College,2011-01-07,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
EI58541,Washington,Yes,Basic,College,2011-01-24,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large
WW68250,Oregon,No,Basic,Bachelor,2011-02-21,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
XT19780,Oregon,No,Basic,High School or Below,2011-02-16,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
SE44262,California,No,Extended,Bachelor,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
GO86980,Oregon,No,Basic,Bachelor,2011-01-04,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Two-Door Car,Small
ZB69355,Oregon,No,Basic,Bachelor,2011-02-13,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Sports Car,Large
TM12486,Oregon,No,Extended,High School or Below,2011-01-01,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Small
NB86870,Arizona,Yes,Basic,High School or Below,2011-01-27,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
SS12362,California,No,Extended,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer2,Agent,Four-Door Car,Medsize
VW58299,California,Yes,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
TG37039,Oregon,No,Extended,Bachelor,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
RO25639,Nevada,No,Basic,Doctor,2011-02-03,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
JK35644,Oregon,No,Extended,Master,2011-01-29,Disabled,M,Urban,Single,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize
DK69871,Nevada,No,Basic,Master,2011-02-13,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
OU43146,Oregon,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Luxury SUV,Medsize
KN47424,Oregon,No,Basic,High School or Below,2011-01-27,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
ZX80668,Nevada,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
OI80614,California,Yes,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
JA44693,Oregon,No,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
FI61059,Oregon,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
ZF81243,Nevada,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
XD19934,Oregon,No,Extended,High School or Below,2011-02-25,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
TA77711,Oregon,No,Basic,College,2011-01-09,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Small
PS92059,California,No,Basic,Doctor,2011-02-04,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize
TT19625,Nevada,No,Basic,Bachelor,2011-01-05,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize
EV95033,Oregon,Yes,Basic,Master,2011-01-19,Employed,M,Suburban,Married,Special Auto,Special L2,Offer3,Web,Two-Door Car,Small
CS30775,California,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Two-Door Car,Small
CI51999,Arizona,No,Basic,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
HK96298,California,No,Basic,Master,2011-02-04,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Large
UO59377,Arizona,Yes,Extended,High School or Below,2011-02-19,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
OU99581,California,No,Basic,Bachelor,2011-01-06,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large
SN63066,Nevada,No,Basic,Bachelor,2011-01-23,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Luxury Car,Medsize
DK92504,Arizona,No,Extended,High School or Below,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Luxury Car,Small
DW72437,Oregon,No,Basic,Master,2011-02-21,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Medsize
GE49670,Arizona,No,Premium,High School or Below,2011-02-28,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
TK38409,Nevada,Yes,Basic,College,2011-02-25,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
OD89873,Arizona,Yes,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Medsize
KW41658,Arizona,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
UZ35113,California,No,Extended,Bachelor,2011-01-26,Employed,F,Rural,Married,Special Auto,Special L2,Offer3,Branch,SUV,Medsize
HO81102,Washington,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
SM42781,Arizona,No,Basic,Bachelor,2011-02-22,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,Luxury SUV,Small
TB40283,California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Call Center,SUV,Medsize
CR76145,California,Yes,Premium,College,2011-02-28,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
TK45392,California,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
JN78502,Washington,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Special Auto,Special L3,Offer4,Web,SUV,Small
KZ60207,Arizona,No,Basic,College,2011-01-16,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Small
BR50492,Arizona,No,Extended,Bachelor,2011-01-04,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize
ES21306,California,No,Extended,Bachelor,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Small
AT29024,California,No,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Small
NP23146,Arizona,No,Basic,College,2011-02-22,Employed,F,Urban,Married,Special Auto,Special L2,Offer3,Branch,Two-Door Car,Medsize
SY48471,California,No,Basic,High School or Below,2011-02-22,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
GJ47397,Oregon,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Special Auto,Special L2,Offer2,Agent,SUV,Medsize
CE69971,Oregon,No,Extended,Master,2011-02-24,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
GM54859,Oregon,No,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Large
WY27579,Oregon,No,Extended,Bachelor,2011-01-08,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Large
ZT87452,Oregon,No,Extended,Bachelor,2011-02-19,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Small
JM35350,California,No,Basic,College,2011-02-02,Retired,F,Suburban,Married,Special Auto,Special L3,Offer2,Agent,Two-Door Car,Medsize
PT40521,California,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize
TN71469,Oregon,No,Basic,College,2011-02-05,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
GE26813,Arizona,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
LU37653,Oregon,No,Extended,College,2011-01-27,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Medsize
QW40254,Oregon,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
MH76107,California,No,Basic,College,2011-01-08,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
ZH28728,Oregon,No,Premium,Bachelor,2011-01-29,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
SF29524,Oregon,No,Basic,Doctor,2011-01-05,Retired,M,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Small
WT21922,Arizona,No,Basic,High School or Below,2011-01-08,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Branch,Sports Car,Medsize
WZ56476,California,Yes,Extended,Doctor,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
PP62909,Oregon,No,Basic,Master,2011-02-22,Unemployed,F,Rural,Single,Special Auto,Special L2,Offer1,Agent,Sports Car,Medsize
XY57950,California,No,Extended,College,2011-02-28,Unemployed,M,Suburban,Divorced,Special Auto,Special L2,Offer1,Branch,Four-Door Car,Medsize
RA97108,Oregon,No,Extended,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
LT57545,California,No,Basic,College,2011-01-21,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
MM97107,Oregon,No,Premium,High School or Below,2011-01-18,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
PO26937,Oregon,No,Premium,Bachelor,2011-01-18,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize
GJ99406,Arizona,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Two-Door Car,Small
LU86185,California,Yes,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Sports Car,Medsize
RO82935,Nevada,No,Basic,High School or Below,2011-01-12,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Small
SC47383,Nevada,No,Basic,Bachelor,2011-02-03,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
LV27997,Oregon,Yes,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
RJ32720,Arizona,No,Extended,College,2011-02-25,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
KR90607,Washington,No,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
PZ95949,Arizona,Yes,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
GI25850,Arizona,No,Basic,High School or Below,2011-01-31,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
QH60569,California,No,Extended,College,2011-01-17,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
II27516,California,Yes,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large
QI21338,Oregon,Yes,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
HG83893,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize
RN66346,California,No,Basic,Master,2011-01-24,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize
RS53995,California,No,Basic,College,2011-01-17,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer2,Web,Two-Door Car,Large
TD90177,Oregon,Yes,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
FP11025,California,No,Basic,Bachelor,2011-01-10,Employed,F,Urban,Married,Special Auto,Special L3,Offer3,Branch,SUV,Large
SA62385,Oregon,No,Extended,High School or Below,2011-01-09,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
NL68893,California,No,Basic,Bachelor,2011-01-21,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
LA31975,Arizona,No,Basic,College,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Luxury SUV,Small
RM31359,Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Small
WM19996,California,No,Basic,Bachelor,2011-01-09,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize
SU32452,Arizona,No,Extended,Bachelor,2011-01-30,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
MZ79386,California,No,Extended,Bachelor,2011-02-05,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
OY15095,Oregon,No,Extended,Bachelor,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
UV99893,Arizona,No,Basic,Bachelor,2011-01-30,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Small
LD48189,Nevada,Yes,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
EK13316,Arizona,No,Basic,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
FE82005,Oregon,No,Basic,Bachelor,2011-02-16,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
BL44708,California,No,Basic,High School or Below,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small
PQ65328,Oregon,No,Basic,High School or Below,2011-02-04,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
AA56476,Arizona,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
BL66157,California,No,Extended,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Small
SN26999,Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
TS81548,Oregon,No,Basic,Master,2011-01-13,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
DY34902,Oregon,No,Basic,High School or Below,2011-01-09,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Small
SX75100,Arizona,No,Basic,Bachelor,2011-01-09,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize
LZ98529,Arizona,No,Basic,High School or Below,2011-02-20,Retired,M,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
FM10372,California,No,Extended,College,2011-02-06,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large
QX54666,California,No,Basic,High School or Below,2011-01-19,Disabled,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
FR48094,Arizona,No,Basic,High School or Below,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small
FH61723,California,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize
QY83498,Oregon,Yes,Extended,College,2011-02-19,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
GC81619,Oregon,Yes,Basic,Master,2011-01-16,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,SUV,Medsize
BD84823,Oregon,Yes,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
EU78163,California,No,Basic,College,2011-02-16,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
FD34314,Arizona,No,Basic,Bachelor,2011-01-19,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize
HS74723,Arizona,No,Extended,College,2011-01-23,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,Luxury SUV,Small
LX27768,Oregon,No,Basic,Bachelor,2011-01-14,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Small
YB91420,Oregon,No,Basic,Bachelor,2011-02-02,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
QA45054,Arizona,No,Basic,High School or Below,2011-01-18,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Small
CO53758,California,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Small
CW57656,Oregon,No,Extended,College,2011-01-10,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
MR22119,Oregon,No,Basic,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,SUV,Medsize
DI22093,California,No,Extended,College,2011-01-09,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
PQ35034,Oregon,No,Basic,College,2011-02-28,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Medsize
XB30904,Arizona,No,Basic,High School or Below,2011-02-09,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
VF15321,Washington,No,Basic,College,2011-01-15,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
LX71137,Arizona,No,Extended,Bachelor,2011-01-01,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
SI35064,Washington,No,Basic,Bachelor,2011-02-17,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
SI26369,Oregon,No,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
LD69905,Arizona,No,Extended,High School or Below,2011-02-05,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
VY84895,Nevada,No,Extended,High School or Below,2011-01-25,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
UA38043,California,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
WM46083,Arizona,No,Basic,Master,2011-02-21,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize
GQ57207,California,Yes,Basic,Bachelor,2011-01-11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
CQ80529,Oregon,No,Basic,College,2011-02-19,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize
LN99954,Washington,No,Premium,Master,2011-01-09,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
UF36353,Oregon,No,Extended,College,2011-01-02,Employed,M,Rural,Married,Special Auto,Special L3,Offer3,Branch,SUV,Medsize
IZ24763,Nevada,No,Extended,Bachelor,2011-01-20,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Web,Four-Door Car,Small
TU27017,California,No,Extended,Bachelor,2011-02-14,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
WS46887,Washington,No,Premium,Bachelor,2011-02-17,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
GQ32356,Nevada,No,Premium,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
PZ81131,California,No,Basic,Bachelor,2011-01-17,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
ZW79814,California,Yes,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize
KV79964,Arizona,No,Premium,Doctor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
WE38399,California,Yes,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
MI13678,Oregon,No,Basic,High School or Below,2011-01-04,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
VA63861,California,No,Basic,College,2011-01-24,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
EH70612,California,No,Basic,College,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Small
UO40726,Oregon,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize
ZY49833,California,No,Basic,Bachelor,2011-01-06,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small
