,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size
6728,LY,93301,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,3,3,Agent,Two-Door Car,Medsize
6729,FG,63647,Nevada,No,Premium,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
6730,VX,79712,Washington,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,4,Branch,Two-Door Car,Medsize
6731,UH,59257,Washington,No,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Medsize
6732,ME,84824,Arizona,Yes,Premium,College,Employed,M,Suburban,Single,Personal Auto,Personal L,3,2,Branch,Sports Car,Medsize
6733,ZR,68364,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
6734,WQ,25142,California,No,Extended,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L,3,3,Call Center,Four-Door Car,Medsize
6735,OW,84481,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
6736,FU,77365,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Web,SUV,Medsize
6737,MR,46875,Washington,No,Basic,Master,Employed,M,Urban,Divorced,Corporate Auto,Corporate L,2,3,Call Center,Four-Door Car,Medsize
6738,PT,46181,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
6739,LT,41574,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L,2,1,Web,Four-Door Car,Medsize
6740,WX,16395,California,Yes,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,2,Agent,SUV,Medsize
6741,HD,82971,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,3,Agent,Four-Door Car,Medsize
6742,ZC,17276,California,No,Premium,Master,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6743,OR,27665,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L,1,1,Branch,Two-Door Car,Medsize
6744,VO,75043,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Medsize
6745,LZ,78622,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L,3,2,Call Center,Four-Door Car,Medsize
6746,PK,24825,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,1,3,Call Center,Four-Door Car,Large
6747,HG,93801,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,2,Branch,SUV,Large
6748,PJ,36749,Washington,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,2,1,Branch,SUV,Medsize
6749,IJ,33473,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,3,Call Center,Two-Door Car,Medsize
6750,CH,96412,Oregon,No,Basic,Doctor,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Call Center,Four-Door Car,Large
6751,PR,74833,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
6752,ZS,36394,California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,1,1,Call Center,Four-Door Car,Medsize
6753,DP,50922,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Web,Sports Car,Medsize
6754,VY,23882,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
6755,UH,62357,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
6756,BG,74433,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,1,2,Call Center,Four-Door Car,Medsize
6757,TI,19394,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Small
6758,AQ,91207,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
6759,QL,46987,Oregon,No,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6760,BS,34332,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,3,Web,Two-Door Car,Medsize
6761,IJ,26642,Nevada,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
6762,XS,36281,Washington,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Personal L,3,1,Branch,Sports Car,Medsize
6763,SR,47878,California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
6764,HG,53255,Nevada,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L,3,4,Call Center,Two-Door Car,Medsize
6765,QV,65644,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Medsize
6766,ZW,76597,California,No,Basic,Bachelor,Retired,F,Suburban,Married,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Small
6767,SM,80235,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Small
6768,FE,24232,Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,1,2,Web,Sports Car,Medsize
6769,BY,78730,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L,2,1,Agent,SUV,Small
6770,CR,40615,Arizona,No,Extended,Bachelor,Disabled,M,Suburban,Single,Personal Auto,Personal L,2,1,Web,Four-Door Car,Medsize
6771,WL,24392,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
6772,MZ,81826,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,1,2,Web,Four-Door Car,Large
6773,EO,99750,Nevada,No,Premium,Master,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Web,Sports Car,Small
6774,HF,82396,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Branch,Two-Door Car,Small
6775,DH,68319,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,1,1,Branch,Two-Door Car,Large
6776,EG,12987,California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L,2,3,Branch,Two-Door Car,Large
6777,ZU,71467,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,4,Web,Two-Door Car,Medsize
6778,AD,95939,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,1,4,Web,Luxury Car,Medsize
6779,TB,71474,Nevada,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
6780,WN,76039,Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Special Auto,Special L,3,1,Agent,Four-Door Car,Medsize
6781,HI,16472,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
6782,VG,43444,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Large
6783,QI,11566,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,Corporate L,2,2,Branch,Two-Door Car,Small
6784,JM,98365,Nevada,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Web,Four-Door Car,Medsize
6785,CP,67787,California,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
6786,LM,83004,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Medsize
6787,JM,77470,Arizona,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L,2,1,Branch,Four-Door Car,Medsize
6788,WI,47826,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6789,GE,39783,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
6790,JN,96178,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,2,Agent,SUV,Large
6791,KH,41809,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,1,4,Branch,Two-Door Car,Medsize
6792,KX,86150,California,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,3,1,Web,Four-Door Car,Small
6793,GX,33877,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,2,Agent,Two-Door Car,Small
6794,IQ,15028,Arizona,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,2,3,Branch,Four-Door Car,Large
6795,WE,11250,Washington,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,1,Agent,SUV,Large
6796,OX,61728,California,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Sports Car,Medsize
6797,VW,39046,Nevada,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Sports Car,Medsize
6798,VE,52406,California,Yes,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,2,Agent,Two-Door Car,Medsize
6799,KQ,30179,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,2,2,Call Center,Two-Door Car,Medsize
6800,KH,58171,California,Yes,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L,3,3,Web,Two-Door Car,Small
6801,CA,58346,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,2,3,Call Center,Four-Door Car,Medsize
6802,ZU,76536,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
6803,UN,69319,Arizona,No,Basic,Master,Employed,M,Rural,Single,Corporate Auto,Corporate L,3,3,Call Center,SUV,Medsize
6804,MG,66142,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,3,Agent,Four-Door Car,Small
6805,MV,97958,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
6806,AG,58599,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,3,Web,Four-Door Car,Medsize
6807,UG,35090,California,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
6808,IX,85835,Nevada,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Two-Door Car,Medsize
6809,FP,67680,California,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
6810,WY,21918,Washington,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Medsize
6811,PM,92089,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,2,Call Center,Two-Door Car,Medsize
6812,AY,59197,Nevada,No,Extended,College,Employed,M,Rural,Married,Special Auto,Special L,3,4,Agent,SUV,Small
6813,VI,14418,California,No,Premium,Bachelor,Medical Leave,M,Suburban,Divorced,Special Auto,Special L,3,3,Web,Four-Door Car,Medsize
6814,QI,60335,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,3,Branch,Four-Door Car,Medsize
6815,BS,87947,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,2,Web,Four-Door Car,Medsize
6816,DW,88734,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,2,Call Center,Two-Door Car,Small
6817,BU,72633,Nevada,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Personal L,2,1,Agent,SUV,Medsize
6818,VK,94891,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,2,Web,Two-Door Car,Medsize
6819,VE,75717,Nevada,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Web,SUV,Large
6820,JG,16015,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,SUV,Medsize
6821,CD,68182,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L,1,1,Agent,Two-Door Car,Medsize
6822,WM,64930,Oregon,No,Premium,College,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L,2,2,Call Center,SUV,Medsize
6823,BJ,82316,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L,1,1,Call Center,SUV,Medsize
6824,XB,61209,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
6825,AT,26484,Nevada,No,Premium,College,Employed,M,Suburban,Married,Special Auto,Special L,2,2,Web,Four-Door Car,Small
6826,IW,21434,Oregon,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Corporate L,3,1,Agent,Four-Door Car,Medsize
6827,CP,74755,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,3,Branch,Four-Door Car,Medsize
6828,IV,13886,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Medsize
6829,SW,42446,California,No,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L,3,1,Agent,Sports Car,Small
6830,RO,16377,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,1,3,Branch,Luxury SUV,Medsize
6831,CE,46475,California,Yes,Basic,College,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L,2,2,Web,Four-Door Car,Large
6832,HE,60335,Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,1,2,Agent,Four-Door Car,Small
6833,RI,69055,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
6834,VD,96075,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6835,VI,55112,Oregon,No,Basic,College,Employed,M,Urban,Single,Corporate Auto,Corporate L,1,3,Agent,Four-Door Car,Medsize
6836,VZ,18907,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Branch,SUV,Large
6837,BA,49679,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L,2,3,Branch,Two-Door Car,Medsize
6838,LK,39646,Washington,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Corporate L,1,3,Call Center,Two-Door Car,Large
6839,VI,66860,Nevada,Yes,Extended,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L,3,1,Branch,Four-Door Car,Large
6840,RP,14593,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,3,Web,SUV,Small
6841,FP,34904,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,1,2,Web,Four-Door Car,Medsize
6842,FG,15434,Arizona,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,2,1,Web,Two-Door Car,Medsize
6843,TP,12436,Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Large
6844,KD,93234,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,3,4,Agent,Four-Door Car,Small
6845,GE,20220,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
6846,RA,98783,Arizona,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,Corporate Auto,Corporate L,3,2,Web,Four-Door Car,Medsize
6847,DW,71192,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6848,WD,84153,California,Yes,Basic,Bachelor,Retired,F,Suburban,Single,Corporate Auto,Corporate L,1,1,Branch,Four-Door Car,Medsize
6849,ZM,75468,Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Small
6850,PZ,75671,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,1,1,Web,Four-Door Car,Medsize
6851,ME,80331,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
6852,YA,78391,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,3,Agent,Four-Door Car,Medsize
6853,WU,76366,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Small
6854,HB,35022,Oregon,No,Extended,Doctor,Unemployed,M,Suburban,Married,Special Auto,Special L,2,1,Agent,Sports Car,Medsize
6855,AM,17304,Arizona,No,Extended,Master,Employed,F,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Four-Door Car,Medsize
6856,AD,56037,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,1,4,Agent,SUV,Medsize
6857,IJ,74908,Nevada,No,Premium,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
6858,DH,93217,California,No,Extended,Master,Employed,F,Suburban,Single,Personal Auto,Personal L,3,3,Call Center,Two-Door Car,Small
6859,WH,48955,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L,1,1,Branch,Two-Door Car,Medsize
6860,RU,76604,Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
6861,NE,52009,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,3,Branch,Sports Car,Small
6862,FP,66510,Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Corporate L,1,1,Agent,SUV,Medsize
6863,TW,46585,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,1,3,Call Center,Four-Door Car,Medsize
6864,PE,42960,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Small
6865,LO,28839,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,3,Branch,Four-Door Car,Medsize
6866,QY,41855,Arizona,Yes,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
6867,UA,53326,Oregon,No,Extended,College,Retired,F,Suburban,Single,Personal Auto,Personal L,3,4,Web,Four-Door Car,Large
6868,UK,59933,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
6869,LM,37855,California,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,1,Branch,SUV,Small
6870,UV,89069,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
6871,NK,40551,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,2,3,Agent,Four-Door Car,Small
6872,RR,47424,California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Luxury Car,Medsize
6873,DU,68331,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Medsize
6874,LI,76661,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,4,Call Center,Two-Door Car,Medsize
6875,CM,94209,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
6876,BN,38134,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Large
6877,VQ,72305,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L,2,4,Branch,Sports Car,Small
6878,YK,26558,California,No,Basic,College,Unemployed,F,Rural,Divorced,Special Auto,Special L,3,1,Branch,Four-Door Car,Medsize
6879,XU,20264,Arizona,No,Premium,Bachelor,Disabled,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6880,LG,85340,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,3,3,Agent,Sports Car,Medsize
6881,JZ,64443,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,4,Agent,Four-Door Car,Large
6882,CY,45848,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,1,3,Branch,Four-Door Car,Medsize
6883,AU,13233,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,4,Agent,Four-Door Car,Medsize
6884,IH,35630,Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
6885,JP,55271,Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,2,2,Call Center,SUV,Small
6886,TT,47031,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,1,1,Web,Four-Door Car,Small
6887,JN,55850,California,No,Extended,Doctor,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Medsize
6888,LH,94176,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6889,ZB,87718,Arizona,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,1,1,Agent,SUV,Medsize
6890,UQ,40371,Nevada,No,Extended,Master,Employed,F,Urban,Married,Special Auto,Special L,3,4,Branch,Four-Door Car,Large
6891,XJ,92660,Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,2,4,Branch,Four-Door Car,Medsize
6892,SG,51792,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,2,Agent,Two-Door Car,Medsize
6893,DA,73502,Oregon,Yes,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
6894,UF,81905,California,No,Basic,Doctor,Disabled,F,Suburban,Married,Personal Auto,Personal L,1,2,Call Center,Four-Door Car,Medsize
6895,PL,44132,Arizona,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L,1,2,Call Center,Two-Door Car,Medsize
6896,US,29010,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,2,2,Call Center,SUV,Medsize
6897,DW,72445,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Small
6898,MU,53244,California,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L,2,1,Web,SUV,Medsize
6899,EE,57466,Arizona,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Personal Auto,Personal L,1,1,Branch,Four-Door Car,Medsize
6900,QV,86635,California,No,Extended,Bachelor,Employed,M,Urban,Single,Corporate Auto,Corporate L,3,3,Branch,Two-Door Car,Medsize
6901,RT,51330,California,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,3,4,Branch,Four-Door Car,Large
6902,QW,44380,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Small
6903,IK,66117,California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special Auto,Special L,2,2,Branch,Four-Door Car,Medsize
6904,TD,86744,Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Sports Car,Medsize
6905,TX,35222,Washington,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Personal L,2,1,Branch,Luxury Car,Medsize
6906,PJ,92694,California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,Corporate L,3,2,Branch,Four-Door Car,Medsize
6907,YM,88338,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
6908,YN,61339,Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Branch,Four-Door Car,Medsize
6909,FP,45327,Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,SUV,Medsize
6910,IZ,26849,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Small
6911,YY,16391,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,3,Call Center,Four-Door Car,Medsize
6912,GX,44284,California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
6913,LV,14566,Nevada,No,Basic,Master,Employed,M,Suburban,Divorced,Personal Auto,Personal L,1,4,Branch,Luxury Car,Large
6914,KQ,50003,Arizona,No,Extended,High School or Below,Employed,F,Urban,Divorced,Special Auto,Special L,1,1,Branch,Four-Door Car,Medsize
6915,IW,87075,Arizona,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
6916,QY,46560,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,2,Agent,Two-Door Car,Medsize
6917,PD,79570,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Small
6918,IM,78342,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,SUV,Medsize
6919,NT,19879,Arizona,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Large
6920,SW,98498,California,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L,1,3,Call Center,Four-Door Car,Medsize
6921,WL,42517,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
6922,LR,82946,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Branch,Luxury SUV,Medsize
6923,KT,61396,California,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,2,2,Branch,Two-Door Car,Small
