,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
7179,Oregon,No,Basic,Doctor,2011-01-26,Employed,M,Urban,Divorced,Personal Auto,2,4,Agent,Four-Door Car,Medsize
7180,Oregon,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Divorced,Personal Auto,1,2,Agent,Luxury SUV,Medsize
7181,Oregon,No,Extended,High School or Below,2011-01-08,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize
7182,California,No,Extended,College,2011-01-30,Employed,F,Urban,Married,Personal Auto,1,4,Web,Four-Door Car,Medsize
7183,Arizona,No,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7184,California,No,Extended,High School or Below,2011-02-05,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7185,California,Yes,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Personal Auto,3,2,Web,Four-Door Car,Large
7186,Oregon,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Medsize
7187,Washington,No,Extended,Bachelor,2011-02-19,Employed,F,Urban,Married,Personal Auto,2,2,Agent,SUV,Large
7188,Arizona,Yes,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
7189,Oregon,No,Extended,Bachelor,2011-01-22,Employed,F,Rural,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
7190,Arizona,No,Basic,Bachelor,2011-01-10,Employed,F,Rural,Single,Personal Auto,3,1,Branch,Four-Door Car,Small
7191,Oregon,No,Extended,Master,2011-02-01,Employed,F,Suburban,Married,Corporate Auto,2,4,Web,Two-Door Car,Large
7192,Arizona,No,Extended,Doctor,2011-02-03,Disabled,F,Suburban,Married,Special Auto,1,1,Branch,SUV,Small
7193,California,No,Extended,Bachelor,2011-01-31,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7194,Oregon,No,Basic,Bachelor,2011-01-04,Employed,M,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7195,California,No,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Married,Personal Auto,2,1,Call Center,Two-Door Car,Small
7196,Arizona,No,Extended,College,2011-02-05,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
7197,California,No,Premium,College,2011-02-03,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Small
7198,Arizona,No,Basic,Doctor,2011-01-19,Employed,F,Urban,Divorced,Corporate Auto,3,2,Call Center,Four-Door Car,Medsize
7199,Washington,No,Extended,High School or Below,2011-01-16,Employed,M,Suburban,Single,Personal Auto,3,3,Call Center,Four-Door Car,Medsize
7200,California,No,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Divorced,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
7201,Nevada,No,Extended,College,2011-02-18,Employed,M,Suburban,Divorced,Personal Auto,1,1,Branch,SUV,Small
7202,Arizona,No,Basic,Bachelor,2011-01-18,Employed,F,Suburban,Divorced,Personal Auto,3,3,Web,Four-Door Car,Medsize
7203,Arizona,No,Basic,Doctor,2011-02-21,Employed,F,Urban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Medsize
7204,California,No,Basic,Master,2011-02-19,Employed,F,Rural,Married,Personal Auto,2,1,Branch,SUV,Medsize
7205,Oregon,No,Basic,College,2011-02-14,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
7206,Arizona,No,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Two-Door Car,Small
7207,Arizona,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize
7208,Oregon,No,Basic,High School or Below,2011-01-03,Unemployed,M,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Medsize
7209,Arizona,No,Basic,Master,2011-02-02,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
7210,California,No,Extended,College,2011-02-07,Employed,F,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize
7211,California,No,Extended,High School or Below,2011-01-01,Employed,M,Urban,Divorced,Corporate Auto,3,3,Agent,Four-Door Car,Medsize
7212,Washington,No,Extended,Bachelor,2011-01-17,Employed,F,Suburban,Married,Corporate Auto,1,2,Web,Four-Door Car,Medsize
7213,California,No,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,3,2,Web,Four-Door Car,Large
7214,California,Yes,Extended,Doctor,2011-01-18,Employed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Sports Car,Medsize
7215,Washington,No,Basic,Master,2011-02-17,Employed,F,Suburban,Married,Personal Auto,1,2,Branch,Sports Car,Medsize
7216,Washington,Yes,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Large
7217,California,No,Basic,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Corporate Auto,2,4,Call Center,Four-Door Car,Medsize
7218,California,No,Basic,College,2011-01-11,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Web,Four-Door Car,Medsize
7219,California,No,Extended,High School or Below,2011-02-07,Disabled,M,Suburban,Single,Personal Auto,2,1,Branch,Luxury SUV,Medsize
7220,California,No,Basic,College,2011-02-24,Medical Leave,M,Suburban,Married,Corporate Auto,1,1,Agent,SUV,Medsize
7221,Oregon,No,Extended,High School or Below,2011-02-22,Unemployed,M,Suburban,Single,Special Auto,2,2,Agent,Sports Car,Small
7222,Oregon,Yes,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Special Auto,3,2,Call Center,Four-Door Car,Medsize
7223,California,No,Extended,High School or Below,2011-02-03,Employed,M,Suburban,Married,Personal Auto,3,4,Web,Luxury SUV,Large
7224,Oregon,Yes,Basic,College,2011-02-20,Employed,M,Urban,Single,Corporate Auto,2,2,Agent,Four-Door Car,Medsize
7225,Arizona,No,Basic,Bachelor,2011-01-02,Employed,M,Suburban,Divorced,Personal Auto,2,1,Agent,SUV,Small
7226,California,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
7227,California,No,Basic,College,2011-02-07,Unemployed,M,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7228,Oregon,No,Basic,Bachelor,2011-02-10,Employed,M,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7229,Nevada,No,Extended,Master,2011-02-27,Medical Leave,F,Suburban,Single,Personal Auto,2,3,Agent,Four-Door Car,Small
7230,Washington,No,Basic,College,2011-01-05,Employed,M,Suburban,Divorced,Personal Auto,3,3,Branch,SUV,Small
7231,Oregon,No,Basic,College,2011-01-18,Employed,F,Rural,Married,Personal Auto,3,2,Web,SUV,Small
7232,California,No,Extended,Bachelor,2011-01-28,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize
7233,Oregon,Yes,Extended,College,2011-01-25,Retired,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7234,Arizona,No,Basic,Master,2011-02-16,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
7235,California,No,Basic,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize
7236,Arizona,No,Extended,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal Auto,1,2,Web,SUV,Medsize
7237,California,No,Premium,College,2011-01-16,Employed,F,Rural,Married,Personal Auto,3,1,Branch,SUV,Medsize
7238,Oregon,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7239,Nevada,No,Premium,High School or Below,2011-01-20,Employed,F,Suburban,Married,Personal Auto,3,1,Web,Four-Door Car,Medsize
7240,Oregon,No,Basic,High School or Below,2011-01-14,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize
7241,Oregon,No,Basic,Bachelor,2011-02-16,Employed,F,Urban,Married,Corporate Auto,2,2,Web,Four-Door Car,Medsize
7242,Oregon,No,Basic,Bachelor,2011-01-24,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Two-Door Car,Medsize
7243,Oregon,No,Basic,High School or Below,2011-01-19,Employed,F,Rural,Married,Personal Auto,3,1,Web,SUV,Medsize
7244,California,Yes,Basic,Master,2011-01-16,Employed,F,Suburban,Divorced,Personal Auto,2,2,Branch,SUV,Medsize
7245,California,Yes,Extended,Doctor,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7246,Oregon,No,Basic,College,2011-01-19,Unemployed,M,Rural,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize
7247,Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,1,1,Branch,Two-Door Car,Medsize
7248,Arizona,No,Basic,College,2011-01-04,Employed,F,Urban,Single,Personal Auto,2,1,Branch,Four-Door Car,Medsize
7249,Oregon,No,Basic,Master,2011-01-22,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Two-Door Car,Small
7250,Nevada,No,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Single,Corporate Auto,1,4,Web,Luxury SUV,Medsize
7251,Oregon,No,Extended,High School or Below,2011-01-23,Employed,F,Rural,Married,Personal Auto,1,2,Web,Four-Door Car,Medsize
7252,Arizona,No,Basic,College,2011-02-05,Employed,F,Rural,Divorced,Personal Auto,2,4,Web,Two-Door Car,Medsize
7253,Oregon,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Small
7254,Oregon,Yes,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Medsize
7255,Nevada,No,Extended,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal Auto,2,2,Call Center,SUV,Medsize
7256,California,No,Basic,Bachelor,2011-01-06,Unemployed,F,Rural,Married,Personal Auto,3,3,Agent,SUV,Medsize
7257,Oregon,No,Basic,College,2011-01-12,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Medsize
7258,California,No,Basic,High School or Below,2011-01-05,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
7259,California,Yes,Basic,College,2011-01-21,Employed,M,Suburban,Married,Corporate Auto,2,2,Branch,SUV,Small
7260,Oregon,No,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,SUV,Medsize
7261,Washington,No,Basic,College,2011-01-26,Employed,F,Urban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
7262,Arizona,No,Basic,College,2011-02-13,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,SUV,Large
7263,California,Yes,Extended,College,2011-02-01,Retired,F,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Small
7264,Oregon,No,Extended,College,2011-01-18,Unemployed,M,Suburban,Married,Corporate Auto,2,4,Agent,SUV,Small
7265,Arizona,No,Extended,College,2011-01-17,Unemployed,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize
7266,Oregon,No,Extended,Bachelor,2011-02-19,Unemployed,F,Suburban,Single,Personal Auto,2,2,Web,Four-Door Car,Large
7267,Arizona,No,Basic,College,2011-01-18,Employed,F,Urban,Married,Personal Auto,2,3,Call Center,SUV,Medsize
7268,Oregon,No,Extended,College,2011-01-10,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Branch,Sports Car,Medsize
7269,Washington,No,Basic,High School or Below,2011-01-17,Employed,M,Suburban,Married,Corporate Auto,3,4,Call Center,Two-Door Car,Medsize
7270,Arizona,No,Extended,Bachelor,2011-01-27,Employed,M,Urban,Married,Corporate Auto,2,2,Branch,Four-Door Car,Medsize
7271,Nevada,Yes,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
7272,Oregon,Yes,Extended,Master,2011-02-17,Retired,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize
7273,California,No,Extended,High School or Below,2011-02-21,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
7274,California,No,Basic,Bachelor,2011-01-20,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize
7275,California,No,Extended,Master,2011-02-25,Unemployed,F,Rural,Married,Personal Auto,1,1,Branch,SUV,Small
7276,Oregon,No,Basic,High School or Below,2011-02-21,Medical Leave,M,Suburban,Divorced,Personal Auto,1,2,Branch,Two-Door Car,Medsize
7277,California,No,Basic,College,2011-02-16,Employed,M,Urban,Married,Personal Auto,1,4,Branch,SUV,Medsize
7278,California,No,Extended,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal Auto,3,3,Branch,SUV,Medsize
7279,California,No,Basic,Doctor,2011-01-23,Employed,M,Urban,Divorced,Personal Auto,2,3,Agent,Two-Door Car,Medsize
7280,California,No,Extended,Master,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Small
7281,California,No,Basic,Bachelor,2011-02-03,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Medsize
7282,Oregon,No,Basic,High School or Below,2011-01-31,Unemployed,M,Suburban,Single,Corporate Auto,2,2,Call Center,Four-Door Car,Medsize
7283,Oregon,No,Premium,Bachelor,2011-02-05,Employed,M,Rural,Married,Personal Auto,1,1,Agent,Sports Car,Medsize
7284,Nevada,No,Basic,College,2011-01-18,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize
7285,Arizona,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Medsize
7286,Oregon,No,Basic,College,2011-01-09,Employed,F,Rural,Married,Personal Auto,1,3,Agent,Luxury Car,Medsize
7287,California,No,Extended,Master,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,1,3,Agent,Four-Door Car,Medsize
7288,Nevada,No,Basic,High School or Below,2011-01-24,Medical Leave,M,Suburban,Married,Personal Auto,3,2,Web,Sports Car,Medsize
7289,Oregon,No,Basic,Bachelor,2011-01-30,Unemployed,M,Suburban,Married,Corporate Auto,2,3,Web,SUV,Medsize
7290,Oregon,Yes,Basic,College,2011-02-01,Medical Leave,F,Suburban,Single,Personal Auto,2,1,Web,Two-Door Car,Medsize
7291,Nevada,No,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,SUV,Small
7292,Washington,No,Extended,College,2011-02-16,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7293,Oregon,No,Basic,College,2011-02-09,Employed,F,Urban,Married,Personal Auto,3,4,Agent,Two-Door Car,Medsize
7294,Oregon,No,Basic,Bachelor,2011-02-22,Disabled,M,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Medsize
7295,Arizona,No,Basic,High School or Below,2011-01-08,Employed,M,Suburban,Married,Corporate Auto,3,4,Web,SUV,Medsize
7296,California,No,Extended,College,2011-02-19,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7297,Oregon,No,Basic,Bachelor,2011-02-11,Employed,F,Suburban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Large
7298,Washington,Yes,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Medsize
7299,Nevada,No,Extended,Doctor,2011-01-30,Employed,F,Rural,Married,Corporate Auto,2,2,Agent,Two-Door Car,Medsize
7300,Oregon,No,Premium,High School or Below,2011-02-08,Employed,F,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize
7301,California,Yes,Basic,Bachelor,2011-01-17,Employed,M,Suburban,Divorced,Corporate Auto,2,2,Call Center,Two-Door Car,Small
7302,California,No,Basic,College,2011-01-22,Unemployed,F,Urban,Married,Personal Auto,3,4,Web,Four-Door Car,Medsize
7303,California,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Married,Personal Auto,3,1,Branch,Luxury Car,Small
7304,Arizona,No,Premium,College,2011-01-24,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize
7305,Washington,Yes,Basic,Bachelor,2011-01-25,Retired,M,Suburban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
7306,California,No,Extended,High School or Below,2011-01-24,Employed,M,Rural,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7307,Oregon,Yes,Basic,College,2011-02-07,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize
7308,Oregon,No,Basic,Doctor,2011-02-03,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
7309,California,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize
7310,California,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Large
7311,Oregon,No,Premium,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize
7312,California,Yes,Premium,College,2011-01-01,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Two-Door Car,Medsize
7313,California,Yes,Extended,Master,2011-01-31,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Agent,SUV,Small
7314,Oregon,No,Basic,High School or Below,2011-02-20,Employed,M,Suburban,Divorced,Personal Auto,1,3,Agent,Two-Door Car,Small
7315,Arizona,Yes,Basic,Bachelor,2011-01-15,Retired,M,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Large
7316,Nevada,No,Basic,Bachelor,2011-01-23,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,SUV,Medsize
7317,California,No,Extended,College,2011-01-20,Employed,F,Rural,Married,Corporate Auto,2,4,Branch,Four-Door Car,Medsize
7318,Arizona,No,Premium,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,SUV,Medsize
7319,Arizona,No,Extended,High School or Below,2011-02-06,Employed,M,Rural,Married,Personal Auto,3,2,Agent,SUV,Medsize
7320,Arizona,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Large
7321,California,No,Basic,College,2011-01-04,Employed,F,Rural,Divorced,Corporate Auto,1,4,Call Center,Four-Door Car,Large
7322,Washington,No,Extended,Bachelor,2011-01-21,Disabled,M,Rural,Divorced,Personal Auto,2,1,Web,Two-Door Car,Medsize
7323,Arizona,No,Extended,College,2011-01-24,Employed,M,Rural,Divorced,Personal Auto,1,1,Web,Four-Door Car,Medsize
7324,California,No,Extended,High School or Below,2011-02-11,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Four-Door Car,Large
7325,Oregon,No,Extended,College,2011-01-14,Employed,M,Rural,Divorced,Personal Auto,2,1,Branch,Four-Door Car,Medsize
7326,California,Yes,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7327,Oregon,No,Basic,Master,2011-02-25,Unemployed,F,Suburban,Divorced,Personal Auto,1,1,Branch,Four-Door Car,Small
7328,California,No,Premium,College,2011-01-28,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Call Center,SUV,Medsize
7329,Washington,No,Extended,College,2011-01-17,Employed,F,Urban,Married,Personal Auto,1,2,Web,Four-Door Car,Small
7330,Nevada,No,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize
7331,Nevada,No,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Divorced,Personal Auto,1,2,Web,Four-Door Car,Small
7332,California,No,Basic,High School or Below,2011-01-22,Employed,M,Urban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large
7333,California,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
7334,Nevada,No,Premium,Bachelor,2011-02-17,Employed,F,Rural,Divorced,Corporate Auto,3,3,Agent,Four-Door Car,Medsize
7335,Oregon,No,Basic,High School or Below,2011-01-10,Retired,M,Suburban,Single,Corporate Auto,2,1,Call Center,SUV,Medsize
7336,California,No,Basic,High School or Below,2011-02-24,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Large
7337,Washington,No,Basic,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,Four-Door Car,Small
7338,California,No,Basic,Doctor,2011-02-18,Employed,M,Rural,Single,Personal Auto,2,2,Agent,Four-Door Car,Medsize
7339,California,No,Extended,Bachelor,2011-02-04,Employed,F,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize
7340,Washington,No,Basic,College,2011-02-26,Employed,M,Suburban,Divorced,Personal Auto,2,3,Web,SUV,Small
7341,Arizona,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Married,Personal Auto,2,4,Agent,Luxury Car,Small
7342,Arizona,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Medsize
7343,Oregon,No,Extended,High School or Below,2011-02-10,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
7344,Arizona,No,Basic,High School or Below,2011-01-02,Disabled,M,Suburban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize
7345,Oregon,No,Basic,Master,2011-01-09,Employed,M,Rural,Divorced,Personal Auto,3,4,Web,Four-Door Car,Small
7346,Nevada,No,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Personal Auto,3,1,Web,SUV,Small
7347,Washington,No,Basic,High School or Below,2011-01-27,Medical Leave,M,Suburban,Divorced,Personal Auto,2,3,Call Center,Two-Door Car,Large
7348,Oregon,No,Basic,College,2011-01-16,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Small
7349,California,No,Basic,College,2011-01-15,Unemployed,F,Suburban,Divorced,Corporate Auto,3,3,Branch,Four-Door Car,Small
7350,Arizona,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Medsize
7351,Oregon,No,Premium,Master,2011-01-11,Medical Leave,F,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Small
7352,California,No,Extended,College,2011-01-10,Employed,F,Suburban,Single,Special Auto,3,1,Branch,Four-Door Car,Small
7353,California,No,Basic,College,2011-01-18,Employed,M,Urban,Single,Personal Auto,2,3,Agent,Four-Door Car,Medsize
7354,Arizona,No,Basic,Bachelor,2011-01-04,Employed,F,Urban,Single,Personal Auto,3,3,Call Center,Four-Door Car,Medsize
7355,Nevada,No,Extended,College,2011-01-26,Employed,F,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
7356,Arizona,No,Basic,College,2011-02-27,Unemployed,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Medsize
7357,California,No,Extended,High School or Below,2011-01-09,Employed,M,Urban,Married,Corporate Auto,2,2,Call Center,Two-Door Car,Large
7358,California,No,Extended,Master,2011-01-12,Employed,F,Urban,Married,Corporate Auto,1,3,Branch,SUV,Medsize
7359,California,No,Extended,High School or Below,2011-02-25,Employed,M,Rural,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7360,California,No,Basic,College,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Medsize
7361,California,No,Basic,College,2011-01-21,Employed,M,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Medsize
7362,Oregon,No,Basic,High School or Below,2011-02-13,Medical Leave,F,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Small
7363,Arizona,No,Basic,College,2011-02-02,Unemployed,F,Suburban,Married,Personal Auto,1,1,Branch,Four-Door Car,Large
7364,Washington,No,Basic,Master,2011-02-16,Employed,M,Rural,Married,Corporate Auto,3,1,Agent,SUV,Medsize
7365,California,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,3,3,Branch,Luxury SUV,Small
7366,Arizona,No,Extended,High School or Below,2011-01-17,Employed,F,Suburban,Single,Personal Auto,3,3,Agent,Luxury Car,Small
7367,Nevada,No,Basic,College,2011-01-12,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
7368,California,No,Basic,Doctor,2011-01-24,Employed,M,Suburban,Single,Corporate Auto,2,3,Agent,Two-Door Car,Small
7369,Oregon,No,Basic,High School or Below,2011-01-19,Employed,F,Suburban,Divorced,Corporate Auto,2,2,Call Center,Two-Door Car,Small
7370,California,No,Extended,Bachelor,2011-02-12,Employed,M,Rural,Married,Corporate Auto,1,1,Agent,Four-Door Car,Medsize
7371,Oregon,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
7372,Arizona,No,Basic,High School or Below,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,2,2,Call Center,Two-Door Car,Medsize
7373,Oregon,No,Basic,High School or Below,2011-01-23,Employed,M,Urban,Married,Personal Auto,1,3,Agent,Four-Door Car,Large
7374,Arizona,No,Basic,High School or Below,2011-01-17,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
7375,Arizona,No,Basic,Master,2011-02-26,Employed,F,Suburban,Single,Personal Auto,3,2,Agent,Two-Door Car,Medsize
7376,Arizona,No,Basic,College,2011-01-18,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
7377,Arizona,No,Extended,Master,2011-02-20,Employed,M,Suburban,Divorced,Corporate Auto,3,2,Agent,Two-Door Car,Medsize
7378,Oregon,No,Extended,Doctor,2011-02-02,Employed,M,Rural,Married,Personal Auto,2,4,Web,Four-Door Car,Medsize
7379,Arizona,No,Extended,College,2011-02-10,Unemployed,M,Suburban,Single,Corporate Auto,3,4,Call Center,Two-Door Car,Medsize
7380,Oregon,No,Basic,Bachelor,2011-01-30,Employed,F,Rural,Single,Corporate Auto,3,1,Call Center,Luxury SUV,Medsize
7381,Oregon,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
7382,California,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,2,2,Call Center,Two-Door Car,Medsize
7383,Oregon,No,Basic,High School or Below,2011-01-23,Employed,F,Urban,Married,Corporate Auto,3,4,Call Center,Sports Car,Medsize
7384,Washington,No,Basic,Bachelor,2011-01-08,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize
7385,California,No,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize
7386,California,No,Premium,Bachelor,2011-01-23,Employed,M,Urban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Medsize
7387,Arizona,No,Basic,Bachelor,2011-01-05,Employed,F,Rural,Married,Personal Auto,3,4,Call Center,Luxury Car,Medsize
7388,Washington,No,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Small
7389,Oregon,No,Basic,College,2011-02-14,Employed,F,Suburban,Married,Corporate Auto,3,2,Call Center,Four-Door Car,Small
