,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size
6899,Arizona,1,1,1,Retired,0,Suburban,Divorced,Personal Auto,1,Branch,Four-Door Car,2
6900,California,0,2,2,Employed,1,Urban,Single,Corporate Auto,3,Branch,Two-Door Car,2
6901,California,0,1,4,Unemployed,0,Suburban,Married,Corporate Auto,3,Branch,Four-Door Car,3
6902,Washington,0,1,1,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,1
6903,California,0,1,1,Medical Leave,1,Suburban,Married,Special Auto,2,Branch,Four-Door Car,2
6904,Arizona,1,1,1,Employed,0,Suburban,Married,Personal Auto,3,Agent,Sports Car,2
6905,Washington,0,3,2,Employed,0,Suburban,Married,Personal Auto,2,Branch,Luxury Car,2
6906,California,0,1,1,Employed,1,Urban,Divorced,Corporate Auto,3,Branch,Four-Door Car,2
6907,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
6908,Oregon,1,3,2,Employed,1,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
6909,Washington,1,1,2,Employed,1,Suburban,Married,Personal Auto,2,Call Center,SUV,2
6910,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
6911,Oregon,0,3,2,Unemployed,1,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
6912,California,0,1,2,Employed,1,Rural,Divorced,Personal Auto,3,Branch,Four-Door Car,2
6913,Nevada,0,1,3,Employed,1,Suburban,Divorced,Personal Auto,1,Branch,Luxury Car,3
6914,Arizona,0,2,1,Employed,0,Urban,Divorced,Special Auto,1,Branch,Four-Door Car,2
6915,Arizona,0,1,2,Employed,1,Rural,Single,Personal Auto,3,Call Center,Four-Door Car,2
6916,Arizona,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,2
6917,Oregon,0,3,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,1
6918,Oregon,0,2,2,Unemployed,0,Suburban,Married,Personal Auto,3,Branch,SUV,2
6919,Arizona,0,1,2,Medical Leave,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,3
6920,California,0,2,2,Employed,1,Urban,Single,Personal Auto,1,Call Center,Four-Door Car,2
6921,Washington,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,SUV,2
6922,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Luxury SUV,2
6923,California,0,2,2,Employed,0,Rural,Married,Corporate Auto,2,Branch,Two-Door Car,1
6924,Oregon,0,1,3,Employed,0,Rural,Married,Personal Auto,3,Agent,Two-Door Car,2
6925,Arizona,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Call Center,SUV,2
6926,California,0,3,4,Employed,1,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,2
6927,California,0,1,3,Employed,1,Rural,Single,Personal Auto,2,Agent,SUV,2
6928,Arizona,0,1,2,Employed,0,Suburban,Single,Personal Auto,2,Agent,Luxury SUV,1
6929,Washington,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
6930,Nevada,0,2,2,Employed,1,Urban,Married,Personal Auto,3,Web,Two-Door Car,2
6931,Washington,1,1,2,Retired,0,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,3
6932,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
6933,Oregon,0,1,1,Disabled,0,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
6934,California,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
6935,Oregon,0,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Call Center,Two-Door Car,1
6936,Oregon,0,1,2,Medical Leave,0,Suburban,Married,Personal Auto,3,Call Center,Sports Car,3
6937,Oregon,0,2,1,Retired,1,Suburban,Single,Personal Auto,3,Web,Four-Door Car,1
6938,Arizona,1,1,1,Unemployed,0,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
6939,California,0,2,1,Unemployed,1,Suburban,Single,Special Auto,3,Agent,Four-Door Car,2
6940,California,1,1,2,Retired,1,Suburban,Divorced,Personal Auto,3,Branch,SUV,2
6941,Oregon,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,2
6942,Nevada,0,1,4,Employed,0,Urban,Married,Personal Auto,3,Branch,Four-Door Car,2
6943,Oregon,0,2,3,Disabled,1,Urban,Single,Corporate Auto,1,Agent,Four-Door Car,2
6944,Nevada,0,1,3,Employed,1,Urban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
6945,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Luxury SUV,2
6946,Oregon,0,1,1,Employed,0,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
6947,Nevada,0,1,2,Employed,1,Suburban,Single,Personal Auto,3,Branch,SUV,2
6948,California,1,2,1,Employed,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
6949,Oregon,0,1,2,Unemployed,0,Suburban,Divorced,Personal Auto,3,Branch,Four-Door Car,1
6950,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
6951,Nevada,1,3,2,Employed,0,Rural,Divorced,Personal Auto,1,Agent,Four-Door Car,2
6952,Oregon,0,2,1,Employed,1,Rural,Single,Personal Auto,3,Web,Four-Door Car,2
6953,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,SUV,1
6954,California,0,1,4,Employed,0,Rural,Married,Corporate Auto,3,Branch,Four-Door Car,2
6955,Nevada,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Branch,Luxury Car,2
6956,Oregon,1,1,3,Employed,1,Suburban,Married,Special Auto,2,Web,Two-Door Car,1
6957,California,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Web,Two-Door Car,1
6958,Arizona,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,1,Branch,SUV,2
6959,California,0,1,3,Employed,1,Rural,Divorced,Personal Auto,2,Agent,Four-Door Car,3
6960,Arizona,1,2,1,Retired,0,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,3
6961,California,0,1,2,Employed,1,Rural,Married,Personal Auto,2,Call Center,Four-Door Car,3
6962,Nevada,0,1,2,Employed,0,Urban,Married,Personal Auto,2,Branch,Luxury Car,2
6963,Arizona,0,2,1,Employed,1,Suburban,Married,Corporate Auto,1,Branch,Luxury Car,1
6964,Oregon,0,1,3,Employed,0,Urban,Married,Personal Auto,2,Call Center,Two-Door Car,2
6965,Arizona,0,3,1,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
6966,Nevada,1,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Two-Door Car,2
6967,Arizona,1,1,2,Employed,1,Urban,Married,Corporate Auto,1,Agent,Four-Door Car,2
6968,Arizona,0,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
6969,California,0,2,2,Employed,0,Rural,Married,Special Auto,2,Branch,SUV,2
6970,Washington,0,1,1,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
6971,Arizona,0,1,2,Unemployed,0,Urban,Married,Personal Auto,2,Web,Luxury SUV,1
6972,California,1,2,2,Unemployed,0,Suburban,Divorced,Corporate Auto,2,Call Center,SUV,2
6973,California,1,3,2,Unemployed,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,3
6974,California,1,1,2,Employed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
6975,Washington,0,1,1,Employed,0,Suburban,Married,Special Auto,3,Web,SUV,1
6976,Arizona,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,1
6977,Arizona,0,2,2,Employed,1,Urban,Married,Personal Auto,1,Call Center,SUV,2
6978,California,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,SUV,1
6979,California,0,1,1,Employed,0,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,1
6980,Arizona,0,1,2,Employed,0,Urban,Married,Special Auto,2,Branch,Two-Door Car,2
6981,California,0,1,1,Employed,0,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
6982,Oregon,0,1,1,Unemployed,1,Suburban,Married,Special Auto,2,Agent,SUV,2
6983,Oregon,0,2,3,Medical Leave,0,Rural,Married,Personal Auto,3,Agent,Four-Door Car,2
6984,Oregon,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,3
6985,Oregon,0,2,2,Employed,1,Rural,Single,Personal Auto,3,Web,Two-Door Car,3
6986,Oregon,0,2,2,Employed,0,Rural,Divorced,Personal Auto,1,Web,Four-Door Car,1
6987,California,0,1,2,Retired,0,Suburban,Married,Special Auto,3,Agent,Two-Door Car,2
6988,California,1,2,2,Retired,0,Suburban,Single,Corporate Auto,1,Agent,SUV,2
6989,Oregon,0,1,2,Employed,0,Suburban,Single,Personal Auto,3,Web,SUV,2
6990,Arizona,0,1,1,Unemployed,1,Suburban,Divorced,Personal Auto,3,Call Center,Four-Door Car,1
6991,Oregon,0,2,2,Employed,0,Urban,Married,Corporate Auto,3,Call Center,Four-Door Car,2
6992,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
6993,California,0,1,2,Employed,1,Rural,Married,Personal Auto,3,Agent,Sports Car,2
6994,Oregon,0,3,2,Unemployed,1,Suburban,Married,Personal Auto,3,Call Center,SUV,2
6995,Oregon,0,1,4,Retired,1,Suburban,Divorced,Personal Auto,1,Branch,Four-Door Car,1
6996,Arizona,0,1,1,Employed,0,Rural,Married,Corporate Auto,1,Branch,Sports Car,2
6997,California,1,2,4,Unemployed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
6998,Oregon,0,1,3,Unemployed,0,Rural,Single,Special Auto,2,Agent,Sports Car,2
6999,California,0,2,2,Unemployed,1,Suburban,Divorced,Special Auto,2,Branch,Four-Door Car,2
7000,Oregon,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
7001,California,0,1,2,Medical Leave,0,Rural,Married,Personal Auto,2,Web,Four-Door Car,2
7002,Oregon,0,3,1,Medical Leave,1,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,2
7003,Oregon,0,3,2,Employed,1,Rural,Married,Corporate Auto,3,Web,Four-Door Car,2
7004,Arizona,1,2,2,Employed,0,Rural,Married,Corporate Auto,2,Call Center,Two-Door Car,1
7005,California,1,2,3,Unemployed,0,Suburban,Single,Corporate Auto,2,Branch,Sports Car,2
7006,Nevada,0,1,1,Medical Leave,0,Suburban,Married,Personal Auto,3,Web,Two-Door Car,1
7007,Nevada,0,1,2,Employed,0,Rural,Married,Corporate Auto,2,Branch,Four-Door Car,2
7008,Oregon,1,1,2,Employed,1,Urban,Married,Personal Auto,2,Web,Four-Door Car,2
7009,Arizona,0,2,2,Employed,0,Suburban,Divorced,Personal Auto,3,Web,Four-Door Car,2
7010,Washington,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,SUV,2
7011,Arizona,1,2,4,Employed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,2
7012,Arizona,0,1,1,Employed,0,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,2
7013,California,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Two-Door Car,2
7014,California,1,2,1,Employed,1,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,3
7015,Oregon,1,3,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,1
7016,Nevada,0,1,1,Employed,0,Suburban,Married,Personal Auto,2,Agent,SUV,2
7017,California,0,1,3,Employed,1,Rural,Divorced,Personal Auto,3,Agent,Two-Door Car,2
7018,California,0,1,2,Employed,1,Rural,Married,Corporate Auto,1,Web,Two-Door Car,3
7019,Oregon,1,1,2,Employed,1,Urban,Single,Personal Auto,2,Agent,Four-Door Car,2
7020,California,0,1,2,Employed,0,Urban,Married,Special Auto,3,Branch,SUV,3
7021,Oregon,0,2,1,Medical Leave,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,2
7022,California,0,1,2,Employed,1,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,1
7023,Arizona,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Luxury SUV,1
7024,Oregon,0,2,1,Employed,0,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,1
7025,California,0,1,2,Employed,1,Urban,Divorced,Corporate Auto,3,Call Center,SUV,2
7026,Arizona,0,2,2,Employed,0,Rural,Divorced,Personal Auto,3,Agent,Four-Door Car,1
7027,California,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,1
7028,Oregon,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,2
7029,Arizona,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Call Center,Two-Door Car,1
7030,Nevada,1,2,1,Employed,0,Suburban,Divorced,Personal Auto,2,Agent,Four-Door Car,2
7031,Arizona,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,3
7032,Oregon,0,1,2,Medical Leave,0,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
7033,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,Two-Door Car,1
7034,Oregon,0,1,1,Employed,1,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,2
7035,Arizona,1,1,1,Employed,0,Suburban,Single,Corporate Auto,2,Call Center,Four-Door Car,2
7036,California,0,2,2,Employed,0,Suburban,Married,Personal Auto,2,Web,Four-Door Car,1
7037,Oregon,0,2,1,Employed,0,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,1
7038,Oregon,0,1,3,Employed,0,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
7039,Oregon,0,1,1,Employed,0,Suburban,Single,Corporate Auto,2,Branch,Four-Door Car,1
7040,Arizona,0,1,2,Employed,1,Urban,Married,Corporate Auto,2,Web,Four-Door Car,2
7041,Arizona,0,1,1,Retired,1,Suburban,Divorced,Personal Auto,2,Agent,SUV,2
7042,California,0,2,2,Employed,0,Rural,Divorced,Personal Auto,3,Branch,Four-Door Car,3
7043,California,0,1,1,Disabled,1,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,2
7044,Arizona,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,1
7045,California,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Web,Two-Door Car,2
7046,Oregon,1,2,2,Unemployed,0,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
7047,Oregon,1,1,3,Employed,0,Suburban,Divorced,Personal Auto,1,Branch,SUV,2
7048,Oregon,1,3,1,Employed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
7049,California,0,1,2,Disabled,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
7050,Arizona,0,1,2,Employed,1,Urban,Married,Corporate Auto,1,Web,Four-Door Car,2
7051,Arizona,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Web,Luxury SUV,1
7052,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,2,Branch,SUV,1
7053,Oregon,0,1,2,Employed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,2
7054,Arizona,0,1,1,Employed,0,Urban,Married,Personal Auto,2,Agent,SUV,1
7055,California,0,1,1,Employed,1,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,1
7056,Oregon,0,2,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Four-Door Car,2
7057,Oregon,0,1,1,Employed,1,Suburban,Married,Personal Auto,3,Web,SUV,2
7058,California,0,2,2,Employed,1,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
7059,Oregon,0,1,2,Employed,0,Rural,Divorced,Corporate Auto,3,Branch,Two-Door Car,2
7060,Arizona,0,1,1,Employed,1,Rural,Married,Personal Auto,3,Call Center,Two-Door Car,2
7061,Washington,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,2
7062,Arizona,0,2,2,Employed,0,Suburban,Divorced,Personal Auto,3,Branch,Four-Door Car,2
7063,Washington,0,1,2,Employed,0,Rural,Married,Personal Auto,1,Agent,SUV,2
7064,Oregon,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Two-Door Car,2
7065,Arizona,0,2,1,Medical Leave,1,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,2
7066,Nevada,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,2
7067,California,1,1,1,Retired,0,Suburban,Divorced,Personal Auto,2,Branch,Four-Door Car,2
7068,Arizona,0,1,3,Employed,1,Urban,Divorced,Personal Auto,2,Branch,Two-Door Car,2
7069,California,1,1,2,Disabled,0,Suburban,Divorced,Personal Auto,2,Web,Four-Door Car,2
7070,Oregon,0,1,2,Employed,0,Urban,Single,Personal Auto,3,Web,SUV,2
7071,Washington,0,3,3,Unemployed,1,Suburban,Divorced,Personal Auto,2,Branch,Four-Door Car,2
7072,Oregon,0,2,2,Employed,1,Rural,Married,Special Auto,3,Branch,SUV,2
7073,Nevada,0,2,2,Unemployed,0,Suburban,Divorced,Corporate Auto,2,Web,Four-Door Car,1
7074,California,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
7075,Washington,0,3,2,Employed,0,Urban,Single,Personal Auto,2,Branch,Four-Door Car,2
7076,Nevada,0,3,1,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
7077,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,SUV,2
7078,California,1,2,1,Employed,1,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,2
7079,Arizona,0,3,4,Employed,1,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
7080,California,1,1,2,Employed,1,Suburban,Divorced,Personal Auto,1,Branch,Two-Door Car,2
7081,Oregon,0,1,1,Employed,1,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
7082,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
7083,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,1
7084,Oregon,0,2,2,Employed,0,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,2
7085,California,0,1,2,Employed,0,Urban,Married,Personal Auto,2,Web,Four-Door Car,1
7086,California,0,1,4,Employed,1,Suburban,Divorced,Personal Auto,2,Call Center,Four-Door Car,2
7087,Oregon,0,1,2,Employed,0,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
7088,California,0,1,1,Unemployed,1,Suburban,Single,Special Auto,3,Agent,SUV,3
7089,Oregon,0,1,2,Employed,1,Urban,Married,Corporate Auto,2,Web,Four-Door Car,2
7090,Arizona,0,1,2,Employed,1,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,3
7091,Arizona,0,1,4,Unemployed,0,Suburban,Divorced,Personal Auto,2,Agent,Four-Door Car,1
7092,Oregon,1,1,2,Employed,1,Suburban,Single,Special Auto,3,Call Center,SUV,2
7093,Oregon,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Agent,SUV,2
7094,Oregon,0,1,2,Employed,1,Suburban,Divorced,Corporate Auto,2,Call Center,Four-Door Car,2
7095,California,0,1,3,Employed,1,Rural,Married,Personal Auto,3,Web,Sports Car,2
7096,California,1,1,2,Unemployed,0,Suburban,Married,Corporate Auto,3,Call Center,Four-Door Car,3
7097,California,0,1,1,Employed,0,Urban,Married,Special Auto,1,Web,Four-Door Car,2
7098,Washington,0,1,2,Employed,0,Rural,Single,Personal Auto,2,Web,Four-Door Car,3
7099,Arizona,1,1,2,Employed,0,Urban,Divorced,Personal Auto,3,Web,Two-Door Car,2
7100,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,1
7101,California,0,1,1,Employed,1,Suburban,Divorced,Personal Auto,1,Branch,SUV,1
7102,Oregon,0,1,1,Unemployed,0,Suburban,Married,Personal Auto,1,Branch,SUV,2
7103,California,0,2,2,Employed,1,Suburban,Married,Personal Auto,2,Branch,SUV,2
7104,Oregon,0,3,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,SUV,3
7105,Oregon,0,1,2,Employed,0,Urban,Single,Corporate Auto,3,Agent,Four-Door Car,3
7106,Oregon,1,1,1,Unemployed,0,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,1
7107,Oregon,1,2,2,Employed,0,Suburban,Married,Corporate Auto,1,Branch,SUV,2
7108,Arizona,0,1,1,Employed,0,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,1
7109,Oregon,0,1,1,Unemployed,0,Suburban,Divorced,Personal Auto,2,Agent,Four-Door Car,2
7110,Washington,0,1,1,Employed,0,Suburban,Married,Special Auto,2,Agent,Four-Door Car,2
7111,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,1,Branch,Two-Door Car,2
7112,California,0,3,1,Employed,1,Rural,Divorced,Corporate Auto,3,Branch,Sports Car,2
7113,Washington,0,1,1,Employed,0,Suburban,Single,Personal Auto,1,Call Center,SUV,1
7114,Arizona,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,3
7115,Oregon,0,2,1,Employed,0,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,2
7116,Oregon,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
7117,Oregon,0,1,1,Disabled,0,Rural,Divorced,Corporate Auto,3,Call Center,Sports Car,2
7118,California,0,1,1,Medical Leave,0,Suburban,Divorced,Personal Auto,3,Call Center,SUV,2
7119,California,0,1,2,Employed,0,Suburban,Married,Corporate Auto,1,Agent,Two-Door Car,2
7120,California,0,2,2,Employed,1,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
7121,Nevada,1,2,1,Employed,1,Suburban,Single,Personal Auto,1,Branch,Two-Door Car,1
7122,Arizona,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Call Center,Four-Door Car,2
7123,Oregon,0,1,4,Employed,1,Urban,Divorced,Personal Auto,3,Agent,Two-Door Car,2
7124,Washington,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Branch,SUV,1
7125,California,0,1,2,Retired,0,Suburban,Married,Corporate Auto,3,Web,Two-Door Car,1
7126,Nevada,0,2,2,Employed,1,Rural,Single,Personal Auto,2,Agent,Two-Door Car,2
7127,Washington,0,2,2,Employed,1,Suburban,Divorced,Personal Auto,3,Web,Luxury Car,3
7128,California,0,1,2,Employed,1,Rural,Married,Personal Auto,1,Branch,Sports Car,1
7129,Arizona,0,2,3,Employed,0,Rural,Married,Personal Auto,3,Web,Four-Door Car,2
7130,Nevada,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Agent,Four-Door Car,3
7131,Oregon,0,1,2,Unemployed,0,Urban,Married,Personal Auto,3,Web,Four-Door Car,2
7132,Oregon,0,2,3,Employed,0,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
7133,California,0,2,2,Employed,0,Rural,Single,Personal Auto,1,Agent,Four-Door Car,2
7134,Oregon,0,1,1,Employed,0,Rural,Married,Personal Auto,1,Branch,Two-Door Car,2
7135,Oregon,1,1,2,Unemployed,0,Suburban,Divorced,Personal Auto,3,Branch,Four-Door Car,1
7136,Washington,0,1,1,Employed,1,Suburban,Married,Personal Auto,1,Call Center,Luxury SUV,2
7137,Oregon,0,1,2,Employed,1,Urban,Married,Personal Auto,1,Web,Sports Car,2
7138,Washington,0,1,2,Employed,0,Rural,Married,Corporate Auto,2,Agent,Two-Door Car,2
7139,Nevada,1,2,3,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,Sports Car,2
7140,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Agent,SUV,2
7141,Oregon,1,2,2,Employed,1,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,2
7142,Nevada,0,1,1,Retired,0,Suburban,Married,Personal Auto,3,Web,SUV,2
7143,California,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Sports Car,2
7144,California,0,2,2,Employed,1,Urban,Divorced,Personal Auto,2,Web,Four-Door Car,2
7145,Washington,0,1,1,Disabled,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,3
7146,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
7147,California,0,1,4,Employed,1,Rural,Married,Personal Auto,3,Web,Four-Door Car,3
7148,Oregon,1,1,2,Employed,1,Rural,Married,Corporate Auto,1,Agent,Four-Door Car,2
7149,California,0,1,2,Employed,0,Urban,Divorced,Personal Auto,2,Branch,Four-Door Car,2
7150,Nevada,0,2,2,Employed,1,Suburban,Married,Special Auto,2,Agent,Four-Door Car,3
7151,Oregon,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
7152,Oregon,0,2,3,Employed,1,Rural,Divorced,Personal Auto,3,Web,Four-Door Car,2
7153,Oregon,0,2,1,Employed,0,Rural,Married,Corporate Auto,3,Call Center,Four-Door Car,2
7154,California,0,1,3,Employed,1,Rural,Married,Personal Auto,3,Call Center,Four-Door Car,2
7155,Oregon,1,1,2,Employed,1,Rural,Married,Personal Auto,1,Agent,Four-Door Car,2
7156,Oregon,1,2,2,Retired,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
7157,Oregon,0,1,2,Unemployed,1,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
7158,California,0,2,2,Employed,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,2
7159,Oregon,0,1,1,Unemployed,0,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,1
7160,Nevada,0,1,1,Employed,0,Suburban,Married,Corporate Auto,2,Web,Two-Door Car,2
7161,Nevada,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,1,Web,Four-Door Car,1
7162,Arizona,0,1,2,Employed,0,Rural,Married,Personal Auto,1,Agent,Two-Door Car,2
7163,California,0,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Web,Two-Door Car,1
7164,California,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
7165,California,0,3,1,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
7166,Oregon,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
7167,Arizona,0,1,2,Employed,1,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,2
7168,Oregon,0,1,2,Unemployed,0,Suburban,Single,Corporate Auto,2,Call Center,Two-Door Car,2
7169,Washington,0,1,2,Employed,0,Urban,Married,Corporate Auto,3,Web,Four-Door Car,3
7170,Nevada,0,2,2,Employed,1,Urban,Married,Personal Auto,1,Agent,Four-Door Car,2
7171,Oregon,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
7172,Arizona,0,1,1,Employed,0,Suburban,Married,Personal Auto,1,Call Center,SUV,1
7173,Washington,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Two-Door Car,2
7174,California,0,2,1,Employed,0,Suburban,Married,Personal Auto,3,Web,SUV,2
7175,Oregon,0,1,2,Employed,1,Suburban,Divorced,Personal Auto,3,Web,Four-Door Car,2
7176,Arizona,0,1,1,Employed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
