,coverage,education,employment_status,gender,location_code,marital_status,vehicle_class,vehicle_size
7045,1,2,Employed,0,Rural,Married,Two-Door Car,2
7046,2,2,Unemployed,0,Suburban,Divorced,Four-Door Car,2
7047,1,3,Employed,0,Suburban,Divorced,SUV,2
7048,3,1,Employed,1,Suburban,Single,Four-Door Car,2
7049,1,2,Disabled,0,Suburban,Married,Four-Door Car,2
7050,1,2,Employed,1,Urban,Married,Four-Door Car,2
7051,2,2,Employed,0,Suburban,Married,Luxury SUV,1
7052,1,2,Employed,0,Suburban,Married,SUV,1
7053,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7054,1,1,Employed,0,Urban,Married,SUV,1
7055,1,1,Employed,1,Suburban,Married,Four-Door Car,1
7056,2,2,Employed,0,Rural,Married,Four-Door Car,2
7057,1,1,Employed,1,Suburban,Married,SUV,2
7058,2,2,Employed,1,Urban,Married,Four-Door Car,2
7059,1,2,Employed,0,Rural,Divorced,Two-Door Car,2
7060,1,1,Employed,1,Rural,Married,Two-Door Car,2
7061,1,2,Employed,1,Suburban,Married,Four-Door Car,2
7062,2,2,Employed,0,Suburban,Divorced,Four-Door Car,2
7063,1,2,Employed,0,Rural,Married,SUV,2
7064,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
7065,2,1,Medical Leave,1,Suburban,Married,Four-Door Car,2
7066,2,1,Unemployed,0,Suburban,Single,Four-Door Car,2
7067,1,1,Retired,0,Suburban,Divorced,Four-Door Car,2
7068,1,3,Employed,1,Urban,Divorced,Two-Door Car,2
7069,1,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
7070,1,2,Employed,0,Urban,Single,SUV,2
7071,3,3,Unemployed,1,Suburban,Divorced,Four-Door Car,2
7072,2,2,Employed,1,Rural,Married,SUV,2
7073,2,2,Unemployed,0,Suburban,Divorced,Four-Door Car,1
7074,2,2,Employed,1,Suburban,Married,Four-Door Car,2
7075,3,2,Employed,0,Urban,Single,Four-Door Car,2
7076,3,1,Unemployed,0,Suburban,Single,Four-Door Car,2
7077,1,2,Employed,0,Suburban,Married,SUV,2
7078,2,1,Employed,1,Suburban,Married,Two-Door Car,2
7079,3,4,Employed,1,Suburban,Married,Four-Door Car,2
7080,1,2,Employed,1,Suburban,Divorced,Two-Door Car,2
7081,1,1,Employed,1,Rural,Married,Four-Door Car,2
7082,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7083,1,2,Unemployed,1,Suburban,Single,Two-Door Car,1
7084,2,2,Employed,0,Suburban,Single,Two-Door Car,2
7085,1,2,Employed,0,Urban,Married,Four-Door Car,1
7086,1,4,Employed,1,Suburban,Divorced,Four-Door Car,2
7087,1,2,Employed,0,Urban,Married,Four-Door Car,2
7088,1,1,Unemployed,1,Suburban,Single,SUV,3
7089,1,2,Employed,1,Urban,Married,Four-Door Car,2
7090,1,2,Employed,1,Rural,Married,Four-Door Car,3
7091,1,4,Unemployed,0,Suburban,Divorced,Four-Door Car,1
7092,1,2,Employed,1,Suburban,Single,SUV,2
7093,1,1,Employed,0,Suburban,Married,SUV,2
7094,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
7095,1,3,Employed,1,Rural,Married,Sports Car,2
7096,1,2,Unemployed,0,Suburban,Married,Four-Door Car,3
7097,1,1,Employed,0,Urban,Married,Four-Door Car,2
7098,1,2,Employed,0,Rural,Single,Four-Door Car,3
7099,1,2,Employed,0,Urban,Divorced,Two-Door Car,2
7100,1,2,Employed,0,Suburban,Married,Two-Door Car,1
7101,1,1,Employed,1,Suburban,Divorced,SUV,1
7102,1,1,Unemployed,0,Suburban,Married,SUV,2
7103,2,2,Employed,1,Suburban,Married,SUV,2
7104,3,2,Employed,0,Suburban,Married,SUV,3
7105,1,2,Employed,0,Urban,Single,Four-Door Car,3
7106,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
7107,2,2,Employed,0,Suburban,Married,SUV,2
7108,1,1,Employed,0,Suburban,Single,Four-Door Car,1
7109,1,1,Unemployed,0,Suburban,Divorced,Four-Door Car,2
7110,1,1,Employed,0,Suburban,Married,Four-Door Car,2
7111,1,2,Employed,1,Rural,Married,Two-Door Car,2
7112,3,1,Employed,1,Rural,Divorced,Sports Car,2
7113,1,1,Employed,0,Suburban,Single,SUV,1
7114,1,1,Unemployed,1,Suburban,Married,Two-Door Car,3
7115,2,1,Employed,0,Suburban,Married,Four-Door Car,2
7116,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
7117,1,1,Disabled,0,Rural,Divorced,Sports Car,2
7118,1,1,Medical Leave,0,Suburban,Divorced,SUV,2
7119,1,2,Employed,0,Suburban,Married,Two-Door Car,2
7120,2,2,Employed,1,Rural,Married,Four-Door Car,2
7121,2,1,Employed,1,Suburban,Single,Two-Door Car,1
7122,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7123,1,4,Employed,1,Urban,Divorced,Two-Door Car,2
7124,2,1,Unemployed,1,Suburban,Single,SUV,1
7125,1,2,Retired,0,Suburban,Married,Two-Door Car,1
7126,2,2,Employed,1,Rural,Single,Two-Door Car,2
7127,2,2,Employed,1,Suburban,Divorced,Luxury Car,3
7128,1,2,Employed,1,Rural,Married,Sports Car,1
7129,2,3,Employed,0,Rural,Married,Four-Door Car,2
7130,1,2,Employed,0,Rural,Married,Four-Door Car,3
7131,1,2,Unemployed,0,Urban,Married,Four-Door Car,2
7132,2,3,Employed,0,Suburban,Married,Four-Door Car,2
7133,2,2,Employed,0,Rural,Single,Four-Door Car,2
7134,1,1,Employed,0,Rural,Married,Two-Door Car,2
7135,1,2,Unemployed,0,Suburban,Divorced,Four-Door Car,1
7136,1,1,Employed,1,Suburban,Married,Luxury SUV,2
7137,1,2,Employed,1,Urban,Married,Sports Car,2
7138,1,2,Employed,0,Rural,Married,Two-Door Car,2
7139,2,3,Unemployed,0,Suburban,Single,Sports Car,2
7140,1,2,Employed,1,Suburban,Married,SUV,2
7141,2,2,Employed,1,Suburban,Single,Four-Door Car,2
7142,1,1,Retired,0,Suburban,Married,SUV,2
7143,1,2,Unemployed,0,Suburban,Single,Sports Car,2
7144,2,2,Employed,1,Urban,Divorced,Four-Door Car,2
7145,1,1,Disabled,1,Suburban,Married,Four-Door Car,3
7146,1,2,Employed,0,Suburban,Married,Two-Door Car,1
7147,1,4,Employed,1,Rural,Married,Four-Door Car,3
7148,1,2,Employed,1,Rural,Married,Four-Door Car,2
7149,1,2,Employed,0,Urban,Divorced,Four-Door Car,2
7150,2,2,Employed,1,Suburban,Married,Four-Door Car,3
7151,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
7152,2,3,Employed,1,Rural,Divorced,Four-Door Car,2
7153,2,1,Employed,0,Rural,Married,Four-Door Car,2
7154,1,3,Employed,1,Rural,Married,Four-Door Car,2
7155,1,2,Employed,1,Rural,Married,Four-Door Car,2
7156,2,2,Retired,1,Suburban,Single,Four-Door Car,2
7157,1,2,Unemployed,1,Rural,Married,Four-Door Car,2
7158,2,2,Employed,0,Suburban,Married,Four-Door Car,2
7159,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
7160,1,1,Employed,0,Suburban,Married,Two-Door Car,2
7161,1,2,Medical Leave,1,Suburban,Married,Four-Door Car,1
7162,1,2,Employed,0,Rural,Married,Two-Door Car,2
7163,1,2,Employed,1,Suburban,Divorced,Two-Door Car,1
7164,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
7165,3,1,Unemployed,1,Suburban,Single,Four-Door Car,2
7166,2,2,Employed,1,Suburban,Married,Four-Door Car,2
7167,1,2,Employed,1,Suburban,Married,Four-Door Car,2
7168,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
7169,1,2,Employed,0,Urban,Married,Four-Door Car,3
7170,2,2,Employed,1,Urban,Married,Four-Door Car,2
7171,2,2,Employed,0,Suburban,Married,Four-Door Car,2
7172,1,1,Employed,0,Suburban,Married,SUV,1
7173,1,2,Employed,0,Rural,Married,Two-Door Car,2
7174,2,1,Employed,0,Suburban,Married,SUV,2
7175,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
7176,1,1,Employed,0,Suburban,Married,Four-Door Car,2
7177,2,1,Unemployed,0,Suburban,Single,SUV,2
7178,3,2,Employed,0,Suburban,Married,SUV,2
7179,1,4,Employed,1,Urban,Divorced,Four-Door Car,2
7180,2,3,Employed,0,Suburban,Divorced,Luxury SUV,2
7181,2,1,Unemployed,1,Suburban,Married,Two-Door Car,2
7182,2,2,Employed,0,Urban,Married,Four-Door Car,2
7183,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
7184,2,1,Employed,0,Suburban,Married,Four-Door Car,2
7185,1,2,Medical Leave,0,Suburban,Single,Four-Door Car,3
7186,1,1,Employed,0,Suburban,Married,Four-Door Car,2
7187,2,2,Employed,0,Urban,Married,SUV,3
7188,2,2,Employed,1,Urban,Divorced,Four-Door Car,2
7189,2,2,Employed,0,Rural,Married,Four-Door Car,2
7190,1,2,Employed,0,Rural,Single,Four-Door Car,1
7191,2,3,Employed,0,Suburban,Married,Two-Door Car,3
7192,2,4,Disabled,0,Suburban,Married,SUV,1
7193,2,2,Employed,0,Urban,Married,Four-Door Car,2
7194,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
7195,3,1,Employed,1,Suburban,Married,Two-Door Car,1
7196,2,2,Employed,1,Rural,Married,Four-Door Car,2
7197,3,2,Employed,1,Suburban,Married,Two-Door Car,1
7198,1,4,Employed,0,Urban,Divorced,Four-Door Car,2
7199,2,1,Employed,1,Suburban,Single,Four-Door Car,2
7200,1,1,Unemployed,1,Suburban,Divorced,Four-Door Car,2
7201,2,2,Employed,1,Suburban,Divorced,SUV,1
7202,1,2,Employed,0,Suburban,Divorced,Four-Door Car,2
7203,1,4,Employed,0,Urban,Divorced,Four-Door Car,2
7204,1,3,Employed,0,Rural,Married,SUV,2
7205,1,2,Employed,1,Suburban,Married,Four-Door Car,2
7206,1,2,Unemployed,1,Suburban,Single,Two-Door Car,1
7207,1,2,Unemployed,1,Suburban,Married,Two-Door Car,2
7208,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
7209,1,3,Employed,1,Rural,Married,Four-Door Car,2
7210,2,2,Employed,0,Urban,Married,Four-Door Car,2
7211,2,1,Employed,1,Urban,Divorced,Four-Door Car,2
7212,2,2,Employed,0,Suburban,Married,Four-Door Car,2
7213,1,2,Employed,0,Rural,Married,Four-Door Car,3
7214,2,4,Employed,1,Suburban,Divorced,Sports Car,2
7215,1,3,Employed,0,Suburban,Married,Sports Car,2
7216,1,1,Employed,1,Urban,Married,Four-Door Car,3
7217,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
7218,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
7219,2,1,Disabled,1,Suburban,Single,Luxury SUV,2
7220,1,2,Medical Leave,1,Suburban,Married,SUV,2
7221,2,1,Unemployed,1,Suburban,Single,Sports Car,1
7222,2,2,Employed,1,Urban,Divorced,Four-Door Car,2
7223,2,1,Employed,1,Suburban,Married,Luxury SUV,3
7224,1,2,Employed,1,Urban,Single,Four-Door Car,2
7225,1,2,Employed,1,Suburban,Divorced,SUV,1
7226,1,2,Employed,0,Rural,Married,Four-Door Car,1
7227,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
7228,1,2,Employed,1,Rural,Married,Four-Door Car,2
7229,2,3,Medical Leave,0,Suburban,Single,Four-Door Car,1
7230,1,2,Employed,1,Suburban,Divorced,SUV,1
7231,1,2,Employed,0,Rural,Married,SUV,1
7232,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
7233,2,2,Retired,1,Suburban,Married,Four-Door Car,2
7234,1,3,Employed,0,Urban,Married,Four-Door Car,2
7235,1,1,Employed,1,Suburban,Married,SUV,2
7236,2,1,Employed,1,Suburban,Married,SUV,2
7237,3,2,Employed,0,Rural,Married,SUV,2
7238,2,2,Employed,0,Suburban,Married,Four-Door Car,2
7239,3,1,Employed,0,Suburban,Married,Four-Door Car,2
7240,1,1,Employed,1,Urban,Married,Four-Door Car,2
7241,1,2,Employed,0,Urban,Married,Four-Door Car,2
7242,1,2,Employed,1,Urban,Married,Two-Door Car,2
7243,1,1,Employed,0,Rural,Married,SUV,2
7244,1,3,Employed,0,Suburban,Divorced,SUV,2
7245,2,4,Unemployed,0,Suburban,Married,Four-Door Car,2
7246,1,2,Unemployed,1,Rural,Married,Two-Door Car,2
7247,2,2,Employed,0,Urban,Married,Two-Door Car,2
7248,1,2,Employed,0,Urban,Single,Four-Door Car,2
7249,1,3,Employed,0,Suburban,Married,Two-Door Car,1
7250,1,1,Unemployed,1,Suburban,Single,Luxury SUV,2
7251,2,1,Employed,0,Rural,Married,Four-Door Car,2
7252,1,2,Employed,0,Rural,Divorced,Two-Door Car,2
7253,1,1,Employed,0,Suburban,Married,Four-Door Car,1
7254,3,1,Employed,0,Suburban,Divorced,Four-Door Car,2
7255,2,1,Employed,0,Rural,Married,SUV,2
7256,1,2,Unemployed,0,Rural,Married,SUV,2
7257,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
7258,1,1,Unemployed,1,Suburban,Married,Four-Door Car,2
7259,1,2,Employed,1,Suburban,Married,SUV,1
7260,2,1,Employed,1,Suburban,Married,SUV,2
7261,1,2,Employed,0,Urban,Married,Four-Door Car,2
7262,1,2,Unemployed,0,Suburban,Single,SUV,3
7263,2,2,Retired,0,Suburban,Single,Four-Door Car,1
7264,2,2,Unemployed,1,Suburban,Married,SUV,1
7265,2,2,Unemployed,0,Suburban,Married,Four-Door Car,2
7266,2,2,Unemployed,0,Suburban,Single,Four-Door Car,3
7267,1,2,Employed,0,Urban,Married,SUV,2
7268,2,2,Unemployed,0,Suburban,Divorced,Sports Car,2
7269,1,1,Employed,1,Suburban,Married,Two-Door Car,2
7270,2,2,Employed,1,Urban,Married,Four-Door Car,2
7271,2,1,Employed,0,Suburban,Divorced,Four-Door Car,2
7272,2,3,Retired,0,Suburban,Married,Two-Door Car,2
7273,2,1,Employed,0,Suburban,Married,Four-Door Car,2
7274,1,2,Employed,1,Urban,Married,Two-Door Car,2
7275,2,3,Unemployed,0,Rural,Married,SUV,1
7276,1,1,Medical Leave,1,Suburban,Divorced,Two-Door Car,2
7277,1,2,Employed,1,Urban,Married,SUV,2
7278,2,2,Employed,0,Urban,Married,SUV,2
7279,1,4,Employed,1,Urban,Divorced,Two-Door Car,2
7280,2,3,Employed,1,Suburban,Married,Four-Door Car,1
7281,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7282,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
7283,3,2,Employed,1,Rural,Married,Sports Car,2
7284,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
7285,2,1,Unemployed,1,Suburban,Single,Two-Door Car,2
7286,1,2,Employed,0,Rural,Married,Luxury Car,2
7287,2,3,Employed,1,Suburban,Married,Four-Door Car,2
7288,1,1,Medical Leave,1,Suburban,Married,Sports Car,2
7289,1,2,Unemployed,1,Suburban,Married,SUV,2
7290,1,2,Medical Leave,0,Suburban,Single,Two-Door Car,2
7291,1,1,Unemployed,0,Suburban,Single,SUV,1
7292,2,2,Employed,0,Suburban,Married,Four-Door Car,2
7293,1,2,Employed,0,Urban,Married,Two-Door Car,2
7294,1,2,Disabled,1,Suburban,Single,Four-Door Car,2
7295,1,1,Employed,1,Suburban,Married,SUV,2
7296,2,2,Employed,1,Suburban,Married,Four-Door Car,2
7297,1,2,Employed,0,Suburban,Divorced,Four-Door Car,3
7298,1,2,Employed,1,Suburban,Married,Four-Door Car,2
7299,2,4,Employed,0,Rural,Married,Two-Door Car,2
7300,3,1,Employed,0,Suburban,Married,Four-Door Car,2
7301,1,2,Employed,1,Suburban,Divorced,Two-Door Car,1
7302,1,2,Unemployed,0,Urban,Married,Four-Door Car,2
7303,2,1,Unemployed,1,Suburban,Married,Luxury Car,1
7304,3,2,Employed,0,Suburban,Married,Four-Door Car,2
7305,1,2,Retired,1,Suburban,Married,Four-Door Car,2
7306,2,1,Employed,1,Rural,Divorced,Four-Door Car,2
7307,1,2,Employed,1,Urban,Married,Sports Car,2
7308,1,4,Employed,1,Rural,Married,Four-Door Car,2
7309,2,2,Retired,0,Suburban,Single,SUV,2
7310,2,1,Unemployed,0,Suburban,Married,Four-Door Car,3
7311,3,2,Employed,0,Rural,Married,Four-Door Car,2
7312,3,2,Employed,1,Suburban,Married,Two-Door Car,2
7313,2,3,Unemployed,1,Suburban,Single,SUV,1
7314,1,1,Employed,1,Suburban,Divorced,Two-Door Car,1
7315,1,2,Retired,1,Suburban,Divorced,Four-Door Car,3
7316,1,2,Employed,0,Rural,Married,SUV,2
7317,2,2,Employed,0,Rural,Married,Four-Door Car,2
7318,3,2,Employed,1,Suburban,Married,SUV,2
7319,2,1,Employed,1,Rural,Married,SUV,2
7320,1,2,Unemployed,0,Suburban,Married,Four-Door Car,3
7321,1,2,Employed,0,Rural,Divorced,Four-Door Car,3
7322,2,2,Disabled,1,Rural,Divorced,Two-Door Car,2
7323,2,2,Employed,1,Rural,Divorced,Four-Door Car,2
7324,2,1,Employed,1,Rural,Married,Four-Door Car,3
7325,2,2,Employed,1,Rural,Divorced,Four-Door Car,2
7326,2,2,Retired,1,Suburban,Single,Four-Door Car,2
7327,1,3,Unemployed,0,Suburban,Divorced,Four-Door Car,1
7328,3,2,Unemployed,1,Suburban,Single,SUV,2
7329,2,2,Employed,0,Urban,Married,Four-Door Car,1
7330,1,2,Employed,0,Rural,Married,Four-Door Car,2
7331,1,1,Employed,0,Suburban,Divorced,Four-Door Car,1
7332,1,1,Employed,1,Urban,Married,Four-Door Car,3
7333,1,1,Employed,0,Suburban,Married,Four-Door Car,2
7334,3,2,Employed,0,Rural,Divorced,Four-Door Car,2
7335,1,1,Retired,1,Suburban,Single,SUV,2
7336,1,1,Employed,1,Suburban,Married,Four-Door Car,3
7337,1,2,Unemployed,1,Suburban,Single,Four-Door Car,1
7338,1,4,Employed,1,Rural,Single,Four-Door Car,2
7339,2,2,Employed,0,Rural,Married,Four-Door Car,2
7340,1,2,Employed,1,Suburban,Divorced,SUV,1
7341,1,1,Unemployed,1,Suburban,Married,Luxury Car,1
7342,3,2,Employed,0,Rural,Divorced,Four-Door Car,2
7343,2,1,Employed,1,Suburban,Married,Four-Door Car,2
7344,1,1,Disabled,1,Suburban,Married,Two-Door Car,2
7345,1,3,Employed,1,Rural,Divorced,Four-Door Car,1
7346,1,2,Employed,0,Rural,Married,SUV,1
7347,1,1,Medical Leave,1,Suburban,Divorced,Two-Door Car,3
7348,1,2,Unemployed,1,Suburban,Single,Two-Door Car,1
7349,1,2,Unemployed,0,Suburban,Divorced,Four-Door Car,1
7350,2,2,Employed,1,Suburban,Married,Four-Door Car,2
7351,3,3,Medical Leave,0,Suburban,Single,Four-Door Car,1
7352,2,2,Employed,0,Suburban,Single,Four-Door Car,1
7353,1,2,Employed,1,Urban,Single,Four-Door Car,2
7354,1,2,Employed,0,Urban,Single,Four-Door Car,2
7355,2,2,Employed,0,Suburban,Married,Four-Door Car,1
7356,1,2,Unemployed,0,Suburban,Married,SUV,2
7357,2,1,Employed,1,Urban,Married,Two-Door Car,3
7358,2,3,Employed,0,Urban,Married,SUV,2
7359,2,1,Employed,1,Rural,Single,Four-Door Car,2
7360,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
7361,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
7362,1,1,Medical Leave,0,Suburban,Married,Four-Door Car,1
7363,1,2,Unemployed,0,Suburban,Married,Four-Door Car,3
7364,1,3,Employed,1,Rural,Married,SUV,2
7365,1,2,Unemployed,1,Suburban,Single,Luxury SUV,1
7366,2,1,Employed,0,Suburban,Single,Luxury Car,1
7367,1,2,Employed,1,Suburban,Married,Four-Door Car,2
7368,1,4,Employed,1,Suburban,Single,Two-Door Car,1
7369,1,1,Employed,0,Suburban,Divorced,Two-Door Car,1
7370,2,2,Employed,1,Rural,Married,Four-Door Car,2
7371,2,2,Employed,1,Rural,Married,Four-Door Car,2
7372,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
7373,1,1,Employed,1,Urban,Married,Four-Door Car,3
7374,1,1,Employed,0,Rural,Married,Four-Door Car,2
7375,1,3,Employed,0,Suburban,Single,Two-Door Car,2
7376,1,2,Employed,1,Rural,Married,Four-Door Car,2
7377,2,3,Employed,1,Suburban,Divorced,Two-Door Car,2
7378,2,4,Employed,1,Rural,Married,Four-Door Car,2
7379,2,2,Unemployed,1,Suburban,Single,Two-Door Car,2
7380,1,2,Employed,0,Rural,Single,Luxury SUV,2
7381,2,2,Medical Leave,1,Suburban,Married,Four-Door Car,1
7382,1,1,Unemployed,0,Suburban,Single,Two-Door Car,2
7383,1,1,Employed,0,Urban,Married,Sports Car,2
7384,1,2,Employed,1,Urban,Married,Four-Door Car,2
7385,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
7386,3,2,Employed,1,Urban,Married,Four-Door Car,2
7387,1,2,Employed,0,Rural,Married,Luxury Car,2
7388,1,1,Employed,1,Suburban,Married,Four-Door Car,1
7389,1,2,Employed,0,Suburban,Married,Four-Door Car,1
7390,1,1,Unemployed,0,Suburban,Married,SUV,2
7391,1,1,Employed,0,Suburban,Married,Four-Door Car,1
7392,1,1,Employed,1,Suburban,Married,SUV,1
7393,1,2,Unemployed,0,Suburban,Married,Two-Door Car,1
7394,1,2,Employed,0,Urban,Married,Four-Door Car,2
7395,2,4,Employed,1,Rural,Single,Sports Car,2
7396,1,2,Employed,0,Rural,Married,SUV,1
7397,3,2,Employed,1,Suburban,Married,Two-Door Car,2
7398,2,2,Employed,0,Rural,Married,Two-Door Car,1
7399,3,2,Employed,1,Suburban,Divorced,Four-Door Car,2
7400,2,1,Unemployed,0,Suburban,Single,Two-Door Car,3
7401,1,4,Unemployed,0,Suburban,Married,Four-Door Car,1
7402,1,1,Disabled,0,Suburban,Married,SUV,1
7403,2,2,Employed,1,Rural,Divorced,Four-Door Car,2
7404,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7405,2,2,Employed,0,Suburban,Married,Luxury Car,1
7406,3,2,Employed,0,Suburban,Married,Four-Door Car,2
7407,1,1,Employed,0,Urban,Married,Two-Door Car,2
7408,1,2,Employed,1,Rural,Married,Two-Door Car,2
7409,1,3,Employed,1,Urban,Married,Four-Door Car,2
7410,2,2,Employed,0,Rural,Married,Four-Door Car,2
7411,1,3,Employed,0,Rural,Married,Four-Door Car,2
7412,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7413,1,2,Employed,1,Urban,Married,Four-Door Car,2
7414,2,1,Unemployed,1,Suburban,Single,Two-Door Car,2
7415,2,2,Employed,1,Suburban,Married,Four-Door Car,2
7416,2,3,Unemployed,0,Suburban,Single,Sports Car,2
7417,1,1,Employed,0,Suburban,Married,Four-Door Car,1
7418,2,2,Employed,0,Rural,Divorced,Four-Door Car,2
7419,1,2,Disabled,0,Suburban,Married,SUV,2
7420,2,1,Employed,0,Rural,Married,Four-Door Car,2
7421,1,2,Employed,0,Suburban,Divorced,Four-Door Car,1
7422,1,2,Employed,0,Urban,Divorced,Four-Door Car,1
7423,2,2,Employed,1,Urban,Divorced,Four-Door Car,2
7424,3,1,Employed,1,Rural,Married,SUV,2
7425,1,2,Unemployed,1,Suburban,Divorced,SUV,1
7426,3,2,Disabled,1,Suburban,Divorced,SUV,1
7427,1,2,Employed,0,Suburban,Married,Four-Door Car,2
7428,1,2,Disabled,1,Suburban,Married,Sports Car,3
7429,2,2,Employed,0,Urban,Divorced,Four-Door Car,1
7430,3,2,Employed,1,Suburban,Married,SUV,2
7431,1,2,Employed,0,Rural,Married,Luxury SUV,2
7432,2,1,Employed,1,Suburban,Single,Four-Door Car,1
7433,1,1,Unemployed,1,Suburban,Married,Sports Car,2
7434,3,1,Employed,0,Suburban,Married,SUV,2
7435,3,1,Employed,1,Urban,Married,SUV,1
7436,1,1,Unemployed,0,Suburban,Married,Four-Door Car,1
7437,2,2,Employed,1,Suburban,Married,SUV,1
7438,1,1,Employed,0,Suburban,Married,Sports Car,2
7439,2,1,Employed,1,Suburban,Single,Four-Door Car,2
7440,1,2,Employed,1,Suburban,Married,Two-Door Car,2
7441,2,1,Employed,1,Suburban,Married,Two-Door Car,2
7442,3,2,Unemployed,1,Suburban,Single,Four-Door Car,2
7443,2,2,Employed,1,Rural,Married,Two-Door Car,2
7444,1,2,Employed,1,Suburban,Married,Two-Door Car,1
7445,1,1,Medical Leave,1,Suburban,Single,SUV,2
7446,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
7447,1,2,Retired,1,Suburban,Married,Two-Door Car,2
7448,1,1,Employed,1,Urban,Married,Four-Door Car,3
7449,1,2,Unemployed,1,Suburban,Married,SUV,2
7450,2,2,Employed,0,Suburban,Married,Luxury SUV,2
7451,2,1,Unemployed,0,Suburban,Married,SUV,2
7452,1,2,Unemployed,1,Suburban,Divorced,Four-Door Car,3
7453,1,2,Employed,1,Urban,Married,Four-Door Car,2
7454,2,1,Employed,1,Suburban,Married,Four-Door Car,3
7455,3,2,Employed,0,Suburban,Single,Luxury Car,2
7456,1,1,Employed,1,Suburban,Married,Four-Door Car,2
7457,3,2,Unemployed,0,Suburban,Married,Luxury Car,2
7458,2,2,Unemployed,0,Suburban,Single,Two-Door Car,3
7459,1,4,Employed,1,Rural,Married,Sports Car,2
7460,3,1,Employed,1,Urban,Married,Four-Door Car,2
7461,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
7462,2,1,Unemployed,0,Suburban,Divorced,Sports Car,3
7463,2,2,Unemployed,1,Suburban,Single,SUV,2
7464,1,2,Employed,0,Rural,Single,Four-Door Car,2
7465,1,1,Unemployed,1,Urban,Married,Two-Door Car,2
7466,2,2,Retired,0,Suburban,Single,Four-Door Car,2
7467,2,2,Employed,1,Rural,Married,Four-Door Car,2
7468,2,3,Employed,1,Urban,Single,Two-Door Car,2
7469,2,2,Employed,1,Rural,Married,SUV,1
7470,1,2,Employed,1,Urban,Married,Four-Door Car,2
7471,1,2,Employed,0,Urban,Single,Four-Door Car,2
7472,2,4,Employed,0,Suburban,Single,Four-Door Car,1
7473,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
7474,1,2,Employed,1,Rural,Married,Four-Door Car,2
7475,1,1,Disabled,0,Suburban,Single,Two-Door Car,1
7476,2,2,Employed,1,Urban,Single,Four-Door Car,2
7477,1,2,Unemployed,1,Suburban,Single,Two-Door Car,3
7478,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
7479,1,2,Employed,1,Urban,Married,Four-Door Car,2
7480,1,1,Unemployed,0,Suburban,Divorced,Sports Car,3
7481,3,1,Unemployed,1,Suburban,Single,Two-Door Car,2
7482,1,1,Employed,1,Suburban,Single,SUV,2
7483,1,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
7484,1,2,Employed,1,Rural,Married,Two-Door Car,2
7485,1,1,Unemployed,0,Suburban,Married,Four-Door Car,2
7486,2,2,Unemployed,0,Suburban,Divorced,Four-Door Car,2
7487,1,2,Unemployed,0,Suburban,Married,Four-Door Car,1
7488,1,2,Employed,0,Rural,Married,Four-Door Car,2
7489,1,2,Disabled,0,Suburban,Divorced,Sports Car,2
7490,3,2,Medical Leave,0,Suburban,Married,Two-Door Car,1
7491,1,4,Unemployed,0,Suburban,Married,Two-Door Car,2
7492,1,2,Employed,1,Suburban,Married,Four-Door Car,1
7493,1,1,Employed,0,Suburban,Married,Four-Door Car,2
7494,1,2,Employed,1,Suburban,Divorced,Two-Door Car,2
7495,1,2,Employed,0,Rural,Married,Sports Car,2
7496,2,2,Employed,0,Rural,Married,Four-Door Car,2
7497,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
7498,1,4,Unemployed,0,Suburban,Married,SUV,2
